reaction_id,reaction_name,full_reaction,oleic_acid_pfba_flux,oleic_acid_pfba_LB,oleic_acid_pfba_UB,oleic_acid_1_eflux2_flux,oleic_acid_1_trans_LB,oleic_acid_1_trans_UB,oleic_acid_1_eflux2_LB,oleic_acid_1_eflux2_UB,oleic_acid_2_eflux2_flux,oleic_acid_2_trans_LB,oleic_acid_2_trans_UB,oleic_acid_2_eflux2_LB,oleic_acid_2_eflux2_UB,oleic_acid_3_eflux2_flux,oleic_acid_3_trans_LB,oleic_acid_3_trans_UB,oleic_acid_3_eflux2_LB,oleic_acid_3_eflux2_UB
INSTt2,inositol transport in via proton symport,h[e] + inost[e] --> h[c] + inost[c],0.0,0.0,-0.0,0.0,0.0,2849.9785384049155,0.0,-0.0,0.0,0.0,8879.402909405275,0.0,-0.0,0.0,0.0,5288.197541478693,0.0,-0.0
SEH_lanost,SEH lanost,0.01 SElanost_SC[c] + h2o[c] --> h[c] + 0.21 hdca[c] + 0.38 hdcea[c] + lanost[c] + 0.07 ocdca[c] + 0.33 ocdcea[c] + 0.01 ttdca[c],0.0,0.0,80.69519116472,0.0,0.0,inf,0.0,80.69519116563086,0.0,0.0,inf,0.0,80.69519116731894,0.0,0.0,inf,0.0,80.69519116808121
PGPPAm_SC,phosphatidylglycerol phosphate phosphatase A yeast specific mitochondrial,h2o[m] + 0.01 pgp_SC[m] --> 0.01 pg_SC[m] + pi[m],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
PHCDm,L 1 pyrroline 3 hydroxy 5 carboxylate dehydrogenase,1p3h5c[m] + 2.0 h2o[m] + nad[m] --> e4hglu[m] + h[m] + nadh[m],0.0,0.0,-0.0,0.0,0.0,3487.5124714463577,0.0,-0.0,0.0,0.0,4909.503468343276,0.0,-0.0,0.0,0.0,4030.662829023393,0.0,-0.0
SEH_fecost,SEH fecost,0.01 SEfecost_SC[c] + h2o[c] --> fecost[c] + 0.09 hdca[c] + 0.63 hdcea[c] + 0.04 ocdca[c] + 0.22 ocdcea[c] + 0.02 ttdca[c],0.0,0.0,43.67799592929,0.0,0.0,inf,0.0,43.67799592983999,0.0,0.0,inf,0.0,43.677995930123416,0.0,0.0,inf,0.0,43.677995930843025
PHETRS,Phenylalanyl tRNA synthetase,atp[c] + phe_L[c] + trnaphe[c] --> amp[c] + phetrna[c] + ppi[c],0.0,0.0,-0.0,0.0,0.0,1736.3968400581225,0.0,-0.0,0.0,0.0,4553.168539189328,0.0,-0.0,0.0,0.0,3102.052666556401,0.0,-0.0
PHETRSm,phenylalanyl tRNA synthetase mitochondrial,atp[m] + phe_L[m] + trnaphe[m] --> amp[m] + phetrna[m] + ppi[m],0.0,0.0,-0.0,0.0,0.0,1736.3968400581225,0.0,-0.0,0.0,0.0,4553.168539189328,0.0,-0.0,0.0,0.0,3102.052666556401,0.0,-0.0
PHEt2m,Phenylalanine mitochondrial transport via proton symport,h[m] + phe_L[m] <=> h[c] + phe_L[c],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
PI3P4K_SC,phosphatidylinositol 3 phosphate 4 kinase yeast specific,atp[c] + 0.01 ptd3ino_SC[c] --> adp[c] + h[c] + 0.01 ptd134bp_SC[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
PLB_pe,PLB pe,h2o[c] + 0.01 pe_SC[c] --> h[c] + 0.0374 hdcoa[c] + 0.01 lpe_SC[c] + 0.638 ocdycacoa[c] + 0.249 odecoa[c] + 0.0768 pmtcoa[c] + 0.0105 stcoa[c],0.0,0.0,0.00023922871,0.0,0.0,inf,0.0,0.00023651449162861727,0.0,0.0,inf,0.0,0.000236514460477854,0.0,0.0,inf,0.0,0.00023651446790617624
PI45BPP_SC,1 phosphatidylinositol 4 5 bisphosphate phosphodiesterase yeast specific,h2o[c] + 0.01 ptd145bp_SC[c] --> 0.01 12dgr_SC[c] + h[c] + mi145p[c],0.0,0.0,-0.0,0.0,0.0,787.6656046085889,0.0,-0.0,0.0,0.0,1710.2145244759915,0.0,-0.0,0.0,0.0,1248.175070788966,0.0,-0.0
PI4P5K_SC,phosphatidylinositol 4 phosphate 5 kinase yeast specfic,atp[c] + 0.01 ptd4ino_SC[c] --> adp[c] + h[c] + 0.01 ptd145bp_SC[c],0.0,0.0,-0.0,0.0,0.0,1622.8518783686839,0.0,-0.0,0.0,0.0,3672.470828109653,0.0,-0.0,0.0,0.0,2307.8202165846333,0.0,-0.0
PIN3K_SC,1 phosphatidylinositol 3 kinase yeast specific,atp[c] + 0.01 ptd1ino_SC[c] --> adp[c] + h[c] + 0.01 ptd3ino_SC[c],0.0,0.0,-0.0,0.0,0.0,376.3805211557325,0.0,-0.0,0.0,0.0,478.010270816271,0.0,-0.0,0.0,0.0,522.1342958147736,0.0,-0.0
PIN4K_SC,phosphatidylinositol 4 kinase yeast specific,atp[c] + 0.01 ptd1ino_SC[c] --> adp[c] + h[c] + 0.01 ptd4ino_SC[c],0.0,0.0,-0.0,0.0,0.0,4231.862775854901,0.0,-0.0,0.0,0.0,9200.973455227131,0.0,-0.0,0.0,0.0,5986.827937287194,0.0,-0.0
PIN4Kn_SC,phosphatidylinositol 4 kinase nuclear yeast specifc,atp[n] + 0.01 ptd1ino_SC[n] --> adp[n] + h[n] + 0.01 ptd4ino_SC[n],0.0,0.0,-0.0,0.0,0.0,4231.862775854901,0.0,-0.0,0.0,0.0,9200.973455227131,0.0,-0.0,0.0,0.0,5986.827937287194,0.0,-0.0
SEH_ergst,SEH ergst,0.01 SEergst_SC[c] + h2o[c] --> ergst[c] + 0.54 hdca[c] + 0.005 hdcea[c] + 0.02 ocdca[c] + 0.43 ocdcea[c] + 0.005 ttdca[c],0.0,0.0,43.67799592929,0.0,0.0,inf,0.0,43.67799593093338,0.0,0.0,inf,0.0,43.677995930123416,0.0,0.0,inf,0.0,43.677995930843025
SEH_epist,SEH epist,0.01 SEepist_SC[c] + h2o[c] --> epist[c] + 0.09 hdca[c] + 0.63 hdcea[c] + 0.04 ocdca[c] + 0.22 ocdcea[c] + 0.02 ttdca[c],0.0,0.0,43.67799592929,0.0,0.0,inf,0.0,43.67799593093338,0.0,0.0,inf,0.0,43.677995930123416,0.0,0.0,inf,0.0,43.677995930843025
PL_gps,PL gps,0.01 gps_SC[c] + h2o[c] --> glyc3p[c] + h[c] + ser_L[c],0.0,0.0,0.00047831492000000004,0.0,0.0,inf,0.0,0.0004728887342027033,0.0,0.0,inf,0.0,0.0004728888011773334,0.0,0.0,inf,0.0,0.0004728887417511074
PL_gpe,PL gpe,0.01 gpe_SC[c] + h2o[c] --> etha[c] + glyc3p[c] + h[c],0.0,0.0,0.00023922871,0.0,0.0,inf,0.0,0.00023651449162861727,0.0,0.0,inf,0.0,0.000236514460477854,0.0,0.0,inf,0.0,0.00023651446790617624
PIt2v,phosphate vacuolar transport via proton symport,h[c] + pi[c] <=> h[v] + pi[v],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
PL_gpc,PL gpc,0.01 gpc_SC[c] + h2o[c] --> chol[c] + glyc3p[c] + h[c],0.0,0.0,0.00023922871,0.0,0.0,inf,0.0,0.00023651449162861727,0.0,0.0,inf,0.0,0.000236514460477854,0.0,0.0,inf,0.0,0.00023651446790617624
PMDPHT,pyrimidine phosphatase,5aprbu[c] + h2o[c] --> 4r5au[c] + pi[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
PGAMT,phosphoglucosamine mutase,gam1p[c] <=> gam6p[c],0.0,0.0,-0.0,0.0,-2529.9499611987562,2529.9499611987562,0.0,-0.0,0.0,-4051.016335503549,4051.016335503549,0.0,-0.0,0.0,-3549.9783748738128,3549.9783748738128,0.0,-0.0
PFK_3,phosphofructokinase s7p ,atp[c] + s7p[c] --> adp[c] + h[c] + s17bp[c],0.0,0.0,161.39038232930002,0.0,0.0,11285.948655035078,0.0,161.3903823358035,0.0,0.0,23368.425340369577,0.0,161.390382342653,0.0,0.0,14966.067024468019,0.0,161.39038233228484
PFK_2,Phosphofructokinase,atp[c] + tag6p_D[c] --> adp[c] + h[c] + tagdp_D[c],0.0,0.0,-0.0,0.0,0.0,11285.948655035078,0.0,-0.0,0.0,0.0,23368.425340369577,0.0,-0.0,0.0,0.0,14966.067024468019,0.0,-0.0
PFK26,6 phosphofructo 2 kinase,atp[c] + f6p[c] --> adp[c] + f26bp[c] + h[c],0.0,0.0,161.39038232930002,0.0,0.0,12463.451961444072,0.0,161.3903823358035,0.0,0.0,28529.00491055574,0.0,161.390382342653,0.0,0.0,19110.382645154037,0.0,161.39038233228484
OXO2Ctm,2 oxodicarboylate transporter mitochondrial,akg[m] + oxag[c] <=> akg[c] + oxag[m],0.0,0.0,-0.0,0.0,-5001.865830867355,5001.865830867355,0.0,-0.0,0.0,-14517.027073092931,14517.027073092931,0.0,-0.0,0.0,-9418.473699665212,9418.473699665212,0.0,-0.0
P5CDm,1 pyrroline 5 carboxylate dehydrogenase mitochondrial,1pyr5c[m] + 2.0 h2o[m] + nad[m] --> glu_L[m] + h[m] + nadh[m],0.0,0.0,80.69519116084001,0.0,0.0,inf,0.0,80.69519116790175,0.0,0.0,inf,0.0,80.69519117137479,0.0,0.0,inf,0.0,80.69519116620927
DECDHG,decanaldehyde dehydrogenase,decanal[c] + h2o[c] + nad[c] --> dca[c] + h[c] + nadh[c],0.0,0.0,-0.0,0.0,0.0,1275.908939873176,0.0,-0.0,0.0,0.0,2544.55972444621,0.0,-0.0,0.0,0.0,1908.6983540988203,0.0,-0.0
PAK_SC,phosphatidate kinase yeast specific,atp[c] + 0.01 pa_SC[c] --> adp[c] + 0.01 dagpy_SC[c],0.0,0.0,161.39038232167,0.0,0.0,inf,0.0,161.3903823358035,0.0,0.0,inf,0.0,161.39038234274958,0.0,0.0,inf,0.0,161.39038233241854
PAN4Ptm,panthetheine 4 phosphate reversible mitochondrial transport,pan4p[c] <=> pan4p[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
PANTS,pantothenate synthase,ala_B[c] + atp[c] + pant_R[c] --> amp[c] + h[c] + pnto_R[c] + ppi[c],0.0,0.0,3.3976922594,0.0,0.0,4059.022111949866,0.0,3.397692259720161,0.0,0.0,11013.549775069838,0.0,3.3976922598168646,0.0,0.0,7419.5216580696,0.0,3.3976922596242343
PANTtm,pantothenate mitochondrial transport,pant_R[c] <=> pant_R[m],0.0,-3.3976922594,-0.0,0.0,-inf,inf,-3.397692259720161,-0.0,0.0,-inf,inf,-3.3976922598168646,-0.0,0.0,-inf,inf,-3.3976922596242343,-0.0
trehalose_c_tp,trehalose c tp, --> tre_c[e],0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
PAPt,PAP reversible uniport,pap[e] <=> pap[c],0.0,-2.55266492444,-0.0,0.0,-inf,inf,-2.552664924655911,-0.0,0.0,-inf,inf,-2.5526649247319453,-0.0,0.0,-inf,inf,-2.5526649246209008,-0.0
PAPtm,Adenosine 3 5 bisphosphate mitochondrial transport,pap[c] <=> pap[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
PAtm_SC,phosphatidate reversible transport mitochondrial yeast specific,pa_SC[c] <=> pa_SC[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
rETOHt,rETOHt,etoh[c] --> etoh[e],0.0,0.0,10000.0,0.0,0.0,inf,0.0,inf,0.0,0.0,inf,0.0,inf,0.0,0.0,inf,0.0,inf
membrane_WOtag,membrane WOtag,0.00073 ergst[c] + 1e-05 pa_SC[c] + 6e-05 pc_SC[c] + 5e-05 pe_SC[c] + 2e-05 ps_SC[c] + 5e-05 ptd1ino_SC[c] + 0.00157 zymst[c] --> membrane[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
PCLAD,picolinic acid decarboxylase,cmusa[c] + h[c] --> am6sa[c] + co2[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
PDE1,3 5 cyclic nucleotide phosphodiesterase,camp[c] + h2o[c] --> amp[c] + h[c],0.0,0.0,80.69519116084001,0.0,0.0,8840.106072865536,0.0,80.69519116790175,0.0,0.0,19830.18365901439,0.0,80.69519117137479,0.0,0.0,13335.48373702598,0.0,80.69519116620927
PDE2,3 5 cyclic nucleotide phosphodiesterase,35cdamp[c] + h2o[c] --> damp[c] + h[c],0.0,0.0,-0.0,0.0,0.0,8840.106072865536,0.0,-0.0,0.0,0.0,19830.18365901439,0.0,-0.0,0.0,0.0,13335.48373702598,0.0,-0.0
PDE3,3 5 cyclic nucleotide phosphodiesterase,35cimp[c] + h2o[c] --> h[c] + imp[c],0.0,0.0,-0.0,0.0,0.0,8840.106072865536,0.0,-0.0,0.0,0.0,19830.18365901439,0.0,-0.0,0.0,0.0,13335.48373702598,0.0,-0.0
PDE4,3 5 cyclic nucleotide phosphodiesterase,35cgmp[c] + h2o[c] --> gmp[c] + h[c],0.0,0.0,-0.0,0.0,0.0,8840.106072865536,0.0,-0.0,0.0,0.0,19830.18365901439,0.0,-0.0,0.0,0.0,13335.48373702598,0.0,-0.0
TRPTRSm,Tryptophanyl tRNA synthetase mitochondrial,atp[m] + trnatrp[m] + trp_L[m] --> amp[m] + ppi[m] + trptrna[m],0.0,0.0,-0.0,0.0,0.0,1410.9012832150643,0.0,-0.0,0.0,0.0,3906.164738286497,0.0,-0.0,0.0,0.0,2567.2159999087457,0.0,-0.0
glycogen_c_tp,glycogen c tp,glycogen[c] <=> glycogen_c[e],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
PDX5PO,pyridoxine 5 phosphate oxidase,o2[c] + pdx5p[c] <=> h2o2[c] + pydx5p[c],0.0,0.0,-0.0,0.0,-8674.414536177983,8674.414536177983,0.0,-0.0,0.0,-23949.763083867343,23949.763083867343,0.0,-0.0,0.0,-12973.800441205502,12973.800441205502,0.0,-0.0
PETHCT,phosphoethanolamine cytidyltransferase,ctp[c] + ethamp[c] + h[c] --> cdpea[c] + ppi[c],0.0,0.0,4.02972334876,0.0,0.0,3975.3352698157987,0.0,3.9946240163248734,0.0,0.0,7336.250560386283,0.0,3.994624016305058,0.0,0.0,6217.476249778994,0.0,3.9946240163576507
membrane_rSC4_bal,membrane rSC4 bal,0.012635 ergst[c] + 7e-06 pa_SC[c] + 6.9e-05 pc_SC[c] + 5.1e-05 pe_SC[c] + 1.9e-05 ps_SC[c] + 6.1e-05 ptd1ino_SC[c] + 0.001713 zymst[c] --> membrane[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
PEtg_SC,phosphatidylethanolamine Golgi transport yeast specific,pe_SC[c] <=> pe_SC[g],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
PEtv_SC,phosphatidylethanolamine vacuolar transport yeast specific,pe_SC[c] <=> pe_SC[v],0.0,-0.04034828713,-0.0,0.0,-inf,inf,-0.03994387500403419,-0.0,0.0,-inf,inf,-0.03994387501651445,-0.0,0.0,-inf,inf,-0.039943874986807244,-0.0
PLB_ps,PLB ps,h2o[c] + 0.01 ps_SC[c] --> h[c] + 0.0374 hdcoa[c] + 0.01 lps_SC[c] + 0.638 ocdycacoa[c] + 0.249 odecoa[c] + 0.0768 pmtcoa[c] + 0.0105 stcoa[c],0.0,0.0,0.00023922872000000002,0.0,0.0,inf,0.0,0.00023651449162861727,0.0,0.0,inf,0.0,0.000236514460477854,0.0,0.0,inf,0.0,0.00023651446790617624
PMPK,phosphomethylpyrimidine kinase,4ampm[c] + atp[c] --> 2mahmp[c] + adp[c],0.0,0.0,53.79679411481,0.0,0.0,190.50321350116965,0.0,53.796794113448435,0.0,0.0,175.75327129002287,0.0,53.79679411553743,0.0,0.0,149.75426666134354,0.0,53.79679411223241
PYDAMK,pyridoxamine kinase,atp[c] + pydam[c] --> adp[c] + h[c] + pyam5p[c],0.0,0.0,161.39038234152,0.0,0.0,1014.7555279874665,0.0,161.39038233164018,0.0,0.0,2466.3398619490017,0.0,161.3903823386937,0.0,0.0,1687.4096832733528,0.0,161.39038233749952
PTD4INOtn_SC,phosphatidyl 1D myo 4 inositol nuclear transport yeast specific,ptd4ino_SC[c] <=> ptd4ino_SC[n],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
PSERDv_SC,phosphatidylserine decarboxylase yeast specific vacuolar,h[v] + 0.01 ps_SC[v] --> co2[v] + 0.01 pe_SC[v],0.0,0.0,4.03482871251,0.0,0.0,5244.095082471491,0.0,3.994387501833245,0.0,0.0,12962.286596296573,0.0,3.9943875018445807,0.0,0.0,8403.621124701285,0.0,3.9943875018228896
ACAT_ergst,ACAT ergst,ergst[c] + 0.005 hdcoa[c] + 0.43 odecoa[c] + 0.54 pmtcoa[c] + 0.02 stcoa[c] + 0.005 tdcoa[c] --> 0.01 SEergst_SC[c] + coa[c],0.0,0.0,43.67799592927,0.0,0.0,inf,0.0,43.6779959300082,0.0,0.0,inf,0.0,43.67799592993028,0.0,0.0,inf,0.0,43.67799593037505
ACAT_epist,ACAT epist,epist[c] + 0.63 hdcoa[c] + 0.22 odecoa[c] + 0.09 pmtcoa[c] + 0.04 stcoa[c] + 0.02 tdcoa[c] --> 0.01 SEepist_SC[c] + coa[c],0.0,0.0,43.67799592927,0.0,0.0,inf,0.0,43.6779959300082,0.0,0.0,inf,0.0,43.67799592993028,0.0,0.0,inf,0.0,43.67799593037505
ZYMSTt,zymosterol reversible transport,zymst[e] <=> zymst[c],0.0,-0.78839185343,-0.0,0.0,-2474.4390910394754,2474.4390910394754,-0.7883918534490438,-0.0,0.0,-5084.291062318518,5084.291062318518,-0.7883918534136131,-0.0,0.0,-3574.714570706267,3574.714570706267,-0.7883918534657284,-0.0
PSERSm_SC,phosphatidylserine synthase yeast specific mitochondrial,0.01 cdpdag_SC[m] + ser_L[m] <=> cmp[m] + h[m] + 0.01 ps_SC[m],0.0,0.0,-0.0,0.0,-16400.51837380158,16400.51837380158,0.0,-0.0,0.0,-29217.532835994127,29217.532835994127,0.0,-0.0,0.0,-24861.213903282955,24861.213903282955,0.0,-0.0
YUMPS,yUMP synthetase,r5p[c] + ura[c] <=> h2o[c] + psd5p[c],0.0,0.0,-0.0,0.0,-4861.406507888568,4861.406507888568,0.0,-0.0,0.0,-13436.434157853726,13436.434157853726,0.0,-0.0,0.0,-7780.536408056767,7780.536408056767,0.0,-0.0
PSPHPL,phytosphingosine phosphate lyase,psph1p[c] --> 2hhxdal[c] + ethamp[c],0.0,0.0,-0.0,0.0,0.0,1693.0815398580771,0.0,-0.0,0.0,0.0,3439.7425952475896,0.0,-0.0,0.0,0.0,2694.239708237564,0.0,-0.0
PSPHS,Phytosphingosine synthesis,h[c] + nadph[c] + o2[c] + sphgn[c] --> h2o[c] + nadp[c] + psphings[c],0.0,0.0,-0.0,0.0,0.0,7536.021161017571,0.0,-0.0,0.0,0.0,16176.060699885564,0.0,-0.0,0.0,0.0,12301.911878729383,0.0,-0.0
XYLt,D xylose reversible transport,xyl_D[e] <=> xyl_D[c],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
PStg_SC,phosphatidylserine Golgi transport yeast specific,ps_SC[c] <=> ps_SC[g],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
PStv_SC,phosphatidylserine vacuolar transport yeast specific,ps_SC[c] <=> ps_SC[v],0.0,0.0,0.04034828713,0.0,-inf,inf,0.0,0.03994387500403419,0.0,-inf,inf,0.0,0.03994387501651445,0.0,-inf,inf,0.0,0.039943874986807244
PTD1INOtn_SC,phosphatidyl 1D myo insoitol nuclear transport yeast specific,ptd1ino_SC[c] <=> ptd1ino_SC[n],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
PTPATi,pantetheine phosphate adenylyltransferase,atp[c] + h[c] + pan4p[c] --> dpcoa[c] + ppi[c],0.0,0.0,0.00048404956999999996,0.0,0.0,877.2399632747017,0.0,0.0004785634170121149,0.0,0.0,1226.4101897710384,0.0,0.0004785634107821771,0.0,0.0,1125.8311832933146,0.0,0.0004785634256388224
PNTK,pantothenate kinase,atp[c] + pnto_R[c] --> 4ppan[c] + adp[c] + h[c],0.0,0.0,0.00048404956999999996,0.0,0.0,6522.527243715544,0.0,0.0004785634170121149,0.0,0.0,14885.915807339023,0.0,0.0004785634107821771,0.0,0.0,10054.260787142612,0.0,0.0004785630913659057
PTPATim,panthetheine phosphate adenylyltransferase,atp[m] + h[m] + pan4p[m] --> dpcoa[m] + ppi[m],0.0,0.0,-0.0,0.0,0.0,877.2399632747017,0.0,-0.0,0.0,0.0,1226.4101897710384,0.0,-0.0,0.0,0.0,1125.8311832933146,0.0,-0.0
PTRCt2,putrescine transport in via proton symport,h[e] + ptrc[e] --> h[c] + ptrc[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
PUNP1,purine nucleoside phosphorylase Adenosine ,adn[c] + pi[c] <=> ade[c] + r1p[c],0.0,-161.39038233836,85.32176176815,0.0,-2454.253320072464,2454.253320072464,-161.39038234320495,57.59060541484127,0.0,-3806.6999748641215,3806.6999748641215,-161.39038234072166,54.530031342240086,0.0,-3554.6581957069798,3554.6581957069798,-161.39038232239037,51.96727231553462
PUNP1m,purine nucleoside phosphorylase Adenosine mitochondrial,adn[m] + pi[m] <=> ade[m] + r1p[m],0.0,0.0,-0.0,0.0,-2454.253320072464,2454.253320072464,0.0,-0.0,0.0,-3806.6999748641215,3806.6999748641215,0.0,-0.0,0.0,-3554.6581957069798,3554.6581957069798,0.0,-0.0
PUNP2,purine nucleoside phosphorylase Deoxyadenosine ,dad_2[c] + pi[c] <=> 2dr1p[c] + ade[c],0.0,0.0,3.2398294283399998,0.0,-2454.253320072464,2454.253320072464,0.0,3.239829428410569,0.0,-3806.6999748641215,3806.6999748641215,0.0,3.2398294284277585,0.0,-3554.6581957069798,3554.6581957069798,0.0,3.2398294280568263
PUNP3,purine nucleoside phosphorylase Guanosine ,gsn[c] + pi[c] <=> gua[c] + r1p[c],0.0,-161.39038234087,80.69519117043001,0.0,-1092.9753904846355,1092.9753904846355,-161.39038233164018,20.606307862157422,0.0,-2484.6877309298284,2484.6877309298284,-161.3903823386937,14.485159721705179,0.0,-1912.7096290986776,1912.7096290986776,-161.39038233749952,9.359641666333971
PUNP3m,purine nucleoside phosphorylase Guanosine mitochondrial,gsn[m] + pi[m] <=> gua[m] + r1p[m],0.0,0.0,-0.0,0.0,-2454.253320072464,2454.253320072464,0.0,-0.0,0.0,-3806.6999748641215,3806.6999748641215,0.0,-0.0,0.0,-3554.6581957069798,3554.6581957069798,0.0,-0.0
PUNP4,purine nucleoside phosphorylase Deoxyguanosine ,dgsn[c] + pi[c] <=> 2dr1p[c] + gua[c],0.0,0.0,3.2398294283899998,0.0,-2454.253320072464,2454.253320072464,0.0,3.239829428242354,0.0,-3806.6999748641215,3806.6999748641215,0.0,3.239829428331191,0.0,-3554.6581957069798,3554.6581957069798,0.0,3.2398294283242444
PUNP5,purine nucleoside phosphorylase Inosine ,ins[c] + pi[c] <=> hxan[c] + r1p[c],0.0,0.0,80.69519117076,0.0,-2454.253320072464,2454.253320072464,0.0,20.606307862157422,0.0,-3806.6999748641215,3806.6999748641215,0.0,14.485159721705179,0.0,-3554.6581957069798,3554.6581957069798,0.0,9.359641666333971
PUNP6,purine nucleoside phosphorylase Deoxyinosine ,din[c] + pi[c] <=> 2dr1p[c] + hxan[c],0.0,0.0,-0.0,0.0,-2454.253320072464,2454.253320072464,0.0,-0.0,0.0,-3806.6999748641215,3806.6999748641215,0.0,-0.0,0.0,-3554.6581957069798,3554.6581957069798,0.0,-0.0
PUNP7,purine nucleoside phosphorylase Xanthosine ,pi[c] + xtsn[c] <=> r1p[c] + xan[c],0.0,0.0,80.69519117083001,0.0,-2454.253320072464,2454.253320072464,0.0,20.606307862157422,0.0,-3806.6999748641215,3806.6999748641215,0.0,14.485159721705179,0.0,-3554.6581957069798,3554.6581957069798,0.0,9.359641666333971
PYAM5PO,pyridoxamine 5 phosphate oxidase,h2o[c] + o2[c] + pyam5p[c] --> h2o2[c] + nh4[c] + pydx5p[c],0.0,0.0,-0.0,0.0,0.0,8674.414536177983,0.0,-0.0,0.0,0.0,23949.763083867343,0.0,-0.0,0.0,0.0,12973.800441205502,0.0,-0.0
ACAT_fecost,ACAT fecost,fecost[c] + 0.63 hdcoa[c] + 0.22 odecoa[c] + 0.09 pmtcoa[c] + 0.04 stcoa[c] + 0.02 tdcoa[c] --> 0.01 SEfecost_SC[c] + coa[c],0.0,0.0,43.67799592927,0.0,0.0,inf,0.0,43.6779959300082,0.0,0.0,inf,0.0,43.67799592993028,0.0,0.0,inf,0.0,43.67799593090988
PSERDg_SC,phosphatidylserine decarboxylase yeast specific Golgi,h[g] + 0.01 ps_SC[g] --> co2[g] + 0.01 pe_SC[g],0.0,0.0,-0.0,0.0,0.0,5244.095082471491,0.0,-0.0,0.0,0.0,12962.286596296573,0.0,-0.0,0.0,0.0,8403.621124701285,0.0,-0.0
ACAT_lanost,ACAT lanost,0.38 hdcoa[c] + lanost[c] + 0.33 odecoa[c] + 0.21 pmtcoa[c] + 0.07 stcoa[c] + 0.01 tdcoa[c] --> 0.01 SElanost_SC[c] + coa[c],0.0,0.0,80.69519116434,0.0,0.0,inf,0.0,80.69519116823818,0.0,0.0,inf,0.0,80.69519116712581,0.0,0.0,inf,0.0,80.69519116634298
PRPPtm,PRPP reversible transport mitochondrial,prpp[c] <=> prpp[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
PNTOt2,Pantothenate reversible transport via proton symport,h[e] + pnto_R[e] <=> h[c] + pnto_R[c],0.0,-3.3976922598800003,-0.0,0.0,-746.452988884274,746.452988884274,-3.3976922598042685,-0.0,0.0,-2148.632025386268,2148.632025386268,-3.3976922599134323,-0.0,0.0,-1309.6812874534462,1309.6812874534462,-3.397692259691089,-0.0
POLYAO,polyamine oxidase,N1aspmd[c] + h2o[c] + o2[c] --> aproa[c] + aprut[c] + h2o2[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
