reaction_id,reaction_name,full_reaction,glycerol_pfba_flux,glycerol_pfba_LB,glycerol_pfba_UB,glycerol_1_eflux2_flux,glycerol_1_trans_LB,glycerol_1_trans_UB,glycerol_1_eflux2_LB,glycerol_1_eflux2_UB,glycerol_2_eflux2_flux,glycerol_2_trans_LB,glycerol_2_trans_UB,glycerol_2_eflux2_LB,glycerol_2_eflux2_UB,glycerol_3_eflux2_flux,glycerol_3_trans_LB,glycerol_3_trans_UB,glycerol_3_eflux2_LB,glycerol_3_eflux2_UB
EX_C12DC(e),Dodecanedioate exchange,C12DC[e] --> ,0.0,0.0,5.738587061999,0.0,-0.0,4554.5360097324865,0.0,0.12360259728416786,0.0,-0.0,4800.055522476471,0.0,0.12360259732207504,0.0,-0.0,8684.08469927234,,
L_LACtm,L lactate transport mitochondrial,h[c] + lac_L[c] <=> h[m] + lac_L[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
DHNPAm,dihydroneopterin aldolase,dhnpt[m] --> 2ahhmp[m] + gcald[m] + h[m],0.0,0.0,-0.0,0.0,0.0,268.5354431338274,0.0,-0.0,0.0,0.0,280.3712430678507,0.0,-0.0,0.0,0.0,429.51482922600997,,
DHFS,dihydrofolate synthase,atp[c] + dhpt[c] + glu_L[c] --> adp[c] + dhf[c] + h[c] + pi[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
GLYCDx,glycerol 2-dehydrogenase,glyc[c] + nad[c] --> dha[c] + nadh[c],0.0,0.0,137.7733699475,0.0,0.0,63.71795877615749,0.0,40.66525450623162,0.0,0.0,108.86525924976637,0.0,40.665254517316264,0.0,0.0,87.27505122768703,,
ASPOcm,aspartate oxidase,asp_L[c] + fad[m] --> fadh2[m] + h[c] + iasp[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
EX_C16DC(e),Hexadecanedioate exchnage,C16DC[e] --> ,0.0,0.0,4.241564350173,0.0,-0.0,4554.5360097324865,0.0,0.08966980045456972,0.0,-0.0,4800.055522476471,0.0,0.08966980048535811,0.0,-0.0,8684.08469927234,,
EX_C10DC(e),Decanedioate exchange,C10DC[e] --> ,0.0,0.0,7.08067597166,0.0,-0.0,4554.5360097324865,0.0,0.15476785730674156,0.0,-0.0,4800.055522476471,0.0,0.15476785735135867,0.0,-0.0,8684.08469927234,,
FTHFI,5 Formyltetrahydrofolate10 Formyltetrahydrofolate isomerase,5fthf[c] + atp[c] + h2o[c] --> 10fthf[c] + adp[c] + h[c] + pi[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
EX_hedecane(e),Hexadecane exchange,hedecane[e] --> ,0.0,0.0,-0.0,0.0,-0.0,4554.5360097324865,0.0,-0.0,0.0,-0.0,4800.055522476471,0.0,-0.0,0.0,-0.0,8684.08469927234,,
EX_dodec(e),Dodecane exchange,dodec[e] --> ,0.0,0.0,-0.0,0.0,-0.0,4554.5360097324865,0.0,-0.0,0.0,-0.0,4800.055522476471,0.0,-0.0,0.0,-0.0,8684.08469927234,,
EX_decane(e),Decane exchange,decane[e] --> ,0.0,0.0,-0.0,0.0,-0.0,4554.5360097324865,0.0,-0.0,0.0,-0.0,4800.055522476471,0.0,-0.0,0.0,-0.0,8684.08469927234,,
C16DCtp,Hexadecanedioate peroxisomal transport,C16DC[c] --> C16DC[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
C16DCte,Hexadecanedioate extracellular transport,C16DC[c] --> C16DC[e],0.0,0.0,4.241564350173,0.0,0.0,inf,0.0,0.08966980045456972,0.0,0.0,inf,0.0,0.08966980048535811,0.0,0.0,inf,,
C12DCtp,Dodecanedioate peroxisomal transport,C12DC[c] --> C12DC[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
FACOAL160p,fatty acid CoA ligase hexadecanoate peroxisomal,atp[x] + coa[x] + hdca[x] <=> amp[x] + pmtcoa[x] + ppi[x],0.0,0.0,-0.0,0.0,-5035.4494670001395,5035.4494670001395,0.0,-0.0,0.0,-5458.7191412706925,5458.7191412706925,0.0,-0.0,0.0,-10844.511290757313,10844.511290757313,,
GTPCI,GTP cyclohydrolase I,gtp[c] + h2o[c] --> ahdt[c] + for[c] + h[c],0.0,0.0,-0.0,0.0,0.0,377.70767128711515,0.0,-0.0,0.0,0.0,440.3090930767667,0.0,-0.0,0.0,0.0,698.3740915154816,,
C10DCtp,Decanedioate peroxisomal transport,C10DC[c] --> C10DC[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
FACOAL60p,fatty acid CoA ligase hexanoate peroxisomal YL,atp[x] + coa[x] + hca[x] <=> amp[x] + h[x] + hcacoa[x] + ppi[x],0.0,0.0,-0.0,0.0,-5035.4494670001395,5035.4494670001395,0.0,-0.0,0.0,-5458.7191412706925,5458.7191412706925,0.0,-0.0,0.0,-10844.511290757313,10844.511290757313,,
EX_eryth(e),EX_eryth(e),erythritol[e] --> ,0.0,0.0,36.583492520196,0.0,-0.0,4554.5360097324865,0.0,1.251238600133514,0.0,-0.0,4800.055522476471,0.0,1.2512386005027525,0.0,-0.0,8684.08469927234,,
erythritolT,erythritolT,erythritol[c] <=> erythritol[e],0.0,0.0,36.583492520196,0.0,-inf,inf,0.0,1.251238600133514,0.0,-inf,inf,0.0,1.2512386005027525,0.0,-inf,inf,,
erythritolS,erythritolS,erythrose[c] + h[c] + nadh[c] <=> erythritol[c] + nad[c],0.0,0.0,36.583492520196,0.0,-inf,inf,0.0,1.251238600133514,0.0,-inf,inf,0.0,1.2512386005027525,0.0,-inf,inf,,
erythroseS,erythroseS,adp[c] + e4p[c] <=> atp[c] + erythrose[c],0.0,0.0,36.583492520196,0.0,-inf,inf,0.0,1.251238600133514,0.0,-inf,inf,0.0,1.2512386005027525,0.0,-inf,inf,,
FAO40p,fatty acid oxidation butanoyl CoA peroxisomal YL,bucacoa[x] + coa[x] + h2o[x] + nad[x] + o2[x] --> 2.0 accoa[x] + h2o2[x] + h[x] + nadh[x],0.0,0.0,-0.0,0.0,0.0,9014.47430654283,0.0,-0.0,0.0,0.0,10759.660457517584,0.0,-0.0,0.0,0.0,24030.338657285443,,
FACOAL40p,fatty acid CoA ligase butanoate peroxisomal,atp[x] + buca[x] + coa[x] <=> amp[x] + bucacoa[x] + h[x] + ppi[x],0.0,0.0,-0.0,0.0,-5035.4494670001395,5035.4494670001395,0.0,-0.0,0.0,-5458.7191412706925,5458.7191412706925,0.0,-0.0,0.0,-10844.511290757313,10844.511290757313,,
oxogludeh(e),oxoglutarate dehydrogenase YL,2oxoadp[c] + coa[c] + nad[c] <=> co2[c] + gtycoa[c] + h[c] + nadh[c],0.0,0.0,-0.0,0.0,-1041.0302957445545,1041.0302957445545,0.0,-0.0,0.0,-1219.3101038194734,1219.3101038194734,0.0,-0.0,0.0,-1894.8672813812245,1894.8672813812245,,
ACACCT,Acetyl-CoA:acetoacetyl-CoA transferase,acac[c] + accoa[c] --> aacoa[c] + ac[c],0.0,0.0,27.73386766833,0.0,0.0,336.67130183942544,0.0,0.8698450161771979,0.0,0.0,228.48264286988004,0.0,0.8698450164149534,0.0,0.0,839.0562636436936,,
UGLT,UDPglucose hexose 1 phosphate uridylyltransferase,gal1p[c] + udpg[c] --> g1p[c] + udpgal[c],0.0,0.0,-0.0,0.0,0.0,284.20304700730713,0.0,-0.0,0.0,0.0,254.93094879872538,0.0,-0.0,0.0,0.0,547.531540289121,,
SPHPL,sphinganine phosphate lyase,sph1p[c] --> ethamp[c] + hxdcal[c],0.0,0.0,0.612199774671,0.0,0.0,172.43473332847194,0.0,0.1752018978249503,0.0,0.0,157.72982446857685,0.0,0.17520189782810203,0.0,0.0,354.31065573031145,,
QULNS,quinolinate synthase,dhap[c] + iasp[c] --> 2.0 h2o[c] + pi[c] + quln[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
MTHFDm,methylenetetrahydrofolate dehydrogenase NADP mitochondrial,mlthf[m] + nadp[m] <=> methf[m] + nadph[m],0.0,0.0,-0.0,0.0,-686.5052127469777,686.5052127469777,0.0,-0.0,0.0,-745.0166176435731,745.0166176435731,0.0,-0.0,0.0,-1091.5026058515405,1091.5026058515405,,
MTHFD2,methylenetetrahydrofolate dehydrogenase NAD ,mlthf[c] + nad[c] --> methf[c] + nadh[c],0.0,0.0,439.001910243354,0.0,0.0,542.4452387591391,0.0,10.166313626556766,0.0,0.0,479.0455411431518,0.0,10.166313629329066,0.0,0.0,867.7137431512922,,
MTHFCm,methenyltetrahydrifikate cyclohydrolase mitochondrial,h2o[m] + methf[m] <=> 10fthf[m] + h[m],0.0,0.0,-0.0,0.0,-686.5052127469777,686.5052127469777,0.0,-0.0,0.0,-745.0166176435731,745.0166176435731,0.0,-0.0,0.0,-1091.5026058515405,1091.5026058515405,,
C12DCte,Dodecanedioate extracellular transport,C12DC[c] --> C12DC[e],0.0,0.0,5.738587061999,0.0,0.0,inf,0.0,0.12360259728416786,0.0,0.0,inf,0.0,0.12360259732207504,0.0,0.0,inf,,
C10DCte,Decanedioate extracellular transport,C10DC[c] --> C10DC[e],0.0,0.0,7.08067597166,0.0,0.0,inf,0.0,0.15476785730674156,0.0,0.0,inf,0.0,0.15476785735135867,0.0,0.0,inf,,
ACACTDC14p,"acetyl-CoA C-acetyltransferase (tetradecanedioyl-CoA), peroxisomal",coa[x] + oxo-C14DC-coa[x] --> C12DC-coa[x] + accoa[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
ACOAODC6p,"acyl-CoA oxidase (adipoyl-CoA), peroxisomal",C6DC-coa[x] + o2[x] --> 2-ene-C6DC-coa[x] + h2o2[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
DCAH,decanoate hydroxylase,dca[c] + h[c] + nadph[c] + o2[c] --> dcaol[c] + h2o[c] + nadp[c],0.0,0.0,7.08067597166,0.0,0.0,1400.975276593713,0.0,0.15476785730674156,0.0,0.0,1328.511366955813,0.0,0.1547678573369585,0.0,0.0,2536.794822351436,,
DCAFAO,Fatty alcohol oxidase (decanoate),dcaol[c] + o2[c] --> dcaal[c] + h2o2[c],0.0,0.0,7.08067597166,0.0,0.0,5403.638158026914,0.0,0.15476785730674156,0.0,0.0,6284.808696688893,0.0,0.1547678573369585,0.0,0.0,11639.71292666968,,
ALDDHHD,Aldehyde dehydrogenase (hydroxy-hexadecanoate),h2o[c] + hdcaal[c] + nad[c] --> C16DC[c] + h[c] + nadh[c],0.0,0.0,4.241564350164,0.0,0.0,47.54935594160715,0.0,0.08966980045456972,0.0,0.0,39.696459170880416,0.0,0.089669800475758,0.0,0.0,97.08806693786475,,
ALDDHDD,Aldehyde dehydrogenase (hydroxy-dodecanoate),ddcaal[c] + h2o[c] + nad[c] --> C12DC[c] + h[c] + nadh[c],0.0,0.0,5.738587061987,0.0,0.0,47.54935594160715,0.0,0.12360259728416786,0.0,0.0,39.696459170880416,0.0,0.12360259730767488,0.0,0.0,97.08806693786475,,
ALDDHD,Aldehyde dehydrogenase (hydroxy-decanoate),dcaal[c] + h2o[c] + nad[c] --> C10DC[c] + h[c] + nadh[c],0.0,0.0,7.08067597165,0.0,0.0,47.54935594160715,0.0,0.15476785729763248,0.0,0.0,39.696459170880416,0.0,0.15476785735135867,0.0,0.0,97.08806693786475,,
ACOAODC8p,"acyl-CoA oxidase (octanedioyl-CoA), peroxisomal",C8DC-coa[x] + o2[x] --> 2-ene-C8DC-coa[x] + h2o2[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
ACOAODC16p,"acyl-CoA oxidase (hexadecanedioyl-CoA), peroxisomal",C16DC-coa[x] + o2[x] --> 2-ene-C16DC-coa[x] + h2o2[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
DCCOAL12,Dicarboxylic-acid--CoA ligase (dodecandioate),C12DC[x] + atp[x] + coa[x] <=> C12DC-coa[x] + amp[x] + ppi[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
ACOAODC14p,"acyl-CoA oxidase (tetradecanedioyl-CoA), peroxisomal",C14DC-coa[x] + o2[x] --> 2-ene-C14DC-coa[x] + h2o2[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
ACOAODC12p,"acyl-CoA oxidase (dodecanedioyl-CoA), peroxisomal",C12DC-coa[x] + o2[x] --> 2-ene-C12DC-coa[x] + h2o2[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
ACOAODC10p,"acyl-CoA oxidase (decanedioyl-CoA), peroxisomal",C10DC-coa[x] + o2[x] --> 2-ene-C10DC-coa[x] + h2o2[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
ACACTDC8p,"acetyl-CoA C-acetyltransferase (octanedioyl-CoA), peroxisomal",coa[x] + oxo-C8DC-coa[x] --> C6DC-coa[x] + accoa[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
ACACTDC6p,"acetyl-CoA C-acetyltransferase (adipoyl-CoA), peroxisomal",coa[x] + oxo-C6DC-coa[x] --> accoa[x] + succoa[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
ACACTDC16p,"acetyl-CoA C-acetyltransferase (hexadecanedioyl-CoA), peroxisomal",coa[x] + oxo-C16DC-coa[x] --> C14DC-coa[x] + accoa[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,,
DCCOAL10,Dicarboxylic-acid--CoA ligase (decandioate),C10DC[x] + atp[x] + coa[x] <=> C10DC-coa[x] + amp[x] + ppi[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
DCCOAL16,Dicarboxylic-acid--CoA ligase (hexadecandioate),C16DC[x] + atp[x] + coa[x] <=> C16DC-coa[x] + amp[x] + ppi[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
HDCAH,Hexadecanoate hydroxylase,h[c] + hdca[c] + nadph[c] + o2[c] --> h2o[c] + hdcaol[c] + nadp[c],0.0,0.0,4.241564350173,0.0,0.0,1400.975276593713,0.0,0.08966980045456972,0.0,0.0,1328.511366955813,0.0,0.08966980048535811,0.0,0.0,2536.794822351436,,
HACDDC10p,"3-hydroxyacyl-CoA dehydrogenase (3-oxodecanedioyl-CoA), peroxisomal",hydroxy-C10DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C10DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
HDCAFAO,Fatty alcohol oxidase (hexadecanoate),hdcaol[c] + o2[c] --> h2o2[c] + hdcaal[c],0.0,0.0,4.241564350173,0.0,0.0,5403.638158026914,0.0,0.08966980045456972,0.0,0.0,6284.808696688893,0.0,0.08966980048535811,0.0,0.0,11639.71292666968,,
HACDDC8p,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctanedioyl-CoA), peroxisomal",hydroxy-C8DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C8DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
HACDDC6p,"3-hydroxyacyl-CoA dehydrogenase (3-oxoadipoyl-CoA), peroxisomal",hydroxy-C6DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C6DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
HACDDC16p,"3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanedioyl-CoA), peroxisomal",hydroxy-C16DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C16DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
HACDDC14p,"3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanedioyl-CoA), peroxisomal",hydroxy-C14DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C14DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
HACDDC12p,"3-hydroxyacyl-CoA dehydrogenase (3-oxododecanedioyl-CoA), peroxisomal",hydroxy-C12DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C12DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
ECOAHDC8p,"3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanedioyl-CoA), peroxisomal",2-ene-C8DC-coa[x] + h2o[x] <=> hydroxy-C8DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
DDCAFAO,Fatty alcohol oxidase (dodecanoate),ddcaol[c] + o2[c] --> ddcaal[c] + h2o2[c],0.0,0.0,5.738587061999,0.0,0.0,5403.638158026914,0.0,0.12360259728416786,0.0,0.0,6284.808696688893,0.0,0.12360259732207504,0.0,0.0,11639.71292666968,,
ECOAHDC6p,"3-hydroxyacyl-CoA dehydratase (3-hydroxyadipoyl-CoA), peroxisomal",2-ene-C6DC-coa[x] + h2o[x] <=> hydroxy-C6DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
ECOAHDC16p,"3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanedioyl-CoA), peroxisomal",2-ene-C16DC-coa[x] + h2o[x] <=> hydroxy-C16DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
ECOAHDC14p,"3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanedioyl-CoA), peroxisomal",2-ene-C14DC-coa[x] + h2o[x] <=> hydroxy-C14DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
ECOAHDC12p,"3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanedioyl-CoA), peroxisomal",2-ene-C12DC-coa[x] + h2o[x] <=> hydroxy-C12DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
ECOAHDC10p,"3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanedioyl-CoA), peroxisomal",2-ene-C10DC-coa[x] + h2o[x] <=> hydroxy-C10DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
DDCAH,Dodecanoate hydroxylase,ddca[c] + h[c] + nadph[c] + o2[c] --> ddcaol[c] + h2o[c] + nadp[c],0.0,0.0,5.738587061999,0.0,0.0,1400.975276593713,0.0,0.12360259728416786,0.0,0.0,1328.511366955813,0.0,0.12360259732207504,0.0,0.0,2536.794822351436,,
UPPDC1,uroporphyrinogen decarboxylase uroporphyrinogen III ,4.0 h[c] + uppg3[c] --> 4.0 co2[c] + cpppg3[c],0.0,0.0,-0.0,0.0,0.0,1698.5231141095362,0.0,-0.0,0.0,0.0,1642.9150036780218,0.0,-0.0,0.0,0.0,2893.797544338522,,
UPP3MT,uroporphyrinogen methyltransferase,2.0 amet[c] + uppg3[c] --> 2.0 ahcys[c] + dscl[c] + h[c],0.0,0.0,-0.0,0.0,0.0,241.61813531630838,0.0,-0.0,0.0,0.0,200.11431473204408,0.0,-0.0,0.0,0.0,298.7325136549685,,
PIt2v,phosphate vacuolar transport via proton symport,h[c] + pi[c] <=> h[v] + pi[v],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
UMPtn,UMP nuclear transport,ump[c] <=> ump[n],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
QULNtm,Quinolinate reversible mitochondrial transport,quln[c] <=> quln[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,,
PYRt2p,pyruvate peroxisomal transport via proton symport,h[c] + pyr[c] <=> h[x] + pyr[x],0.0,-33.118225678917,-0.0,0.0,-inf,inf,-0.8745216022745603,-0.0,0.0,-inf,inf,-0.874521602518853,-0.0,0.0,-inf,inf,,
ILETRS,Isoleucyl tRNA synthetase,atp[c] + ile_L[c] + trnaile[c] --> amp[c] + iletrna[c] + ppi[c],0.0,0.0,-0.0,0.0,0.0,105.48305398540438,0.0,-0.0,0.0,0.0,106.80123537510148,0.0,-0.0,0.0,0.0,199.7339480832638,,
PYRDC,pyruvate decarboxylase,h[c] + pyr[c] --> acald[c] + co2[c],0.0,0.0,86.741608627903,0.0,0.0,960.6882805328734,0.0,5.731482883780913,0.0,0.0,981.2753504598651,0.0,9.479617274856423,0.0,0.0,1780.0636816568442,,
PYR5CDm,D1 pyrroline 5 carboxylate dehydrogenase mitochondrial,glu5sa[m] + h2o[m] + nadp[m] --> glu_L[m] + 2.0 h[m] + nadph[m],0.0,0.0,221.073024126648,0.0,0.0,897.4713207177865,0.0,6.594213032209133,0.0,0.0,908.3145065182226,0.0,6.594213033655958,0.0,0.0,2138.716379736792,,
PYNP2r,pyrimidine nucleoside phosphorylase uracil ,pi[c] + uri[c] <=> r1p[c] + ura[c],0.0,-11.559510015043,172.680086468276,0.0,-inf,inf,-1.0068684854489378,-0.0,0.0,-inf,inf,-1.0068684855145071,-0.0,1.0420901639126807,-inf,inf,,
PYDXO,pyridoxal oxidase,2.0 h2o[c] + nh4[c] + 0.5 o2[c] + pydx[c] <=> 2.0 h2o2[c] + pydam[c],0.0,0.0,-0.0,0.0,-797.3626192238664,797.3626192238664,0.0,-0.0,0.0,-1067.3403459778683,1067.3403459778683,0.0,-0.0,0.0,-1453.281574423226,1453.281574423226,,
PYDXNO,pyridoxine oxidase,o2[c] + pydxn[c] <=> h2o2[c] + pydx[c],0.0,0.0,-0.0,0.0,-797.3626192238664,797.3626192238664,0.0,-0.0,0.0,-1067.3403459778683,1067.3403459778683,0.0,-0.0,0.0,-1453.281574423226,1453.281574423226,,
PYDXNK,pyridoxine kinase,atp[c] + pydxn[c] --> adp[c] + h[c] + pdx5p[c],0.0,0.0,-0.0,0.0,0.0,190.01524232603933,0.0,-0.0,0.0,0.0,171.0259782658367,0.0,-0.0,0.0,0.0,370.2893715769726,,
PYDXK,pyridoxal kinase,atp[c] + pydx[c] --> adp[c] + h[c] + pydx5p[c],0.0,0.0,-0.0,0.0,0.0,190.01524232603933,0.0,-0.0,0.0,0.0,171.0259782658367,0.0,-0.0,0.0,0.0,370.2893715769726,,
PYDAMK,pyridoxamine kinase,atp[c] + pydam[c] --> adp[c] + h[c] + pyam5p[c],0.0,0.0,345.360172935815,0.0,0.0,190.01524232603933,0.0,10.166313626474786,0.0,0.0,171.0259782658367,0.0,10.166313629357866,0.0,0.0,370.2893715769726,,
PYAM5PO,pyridoxamine 5 phosphate oxidase,h2o[c] + o2[c] + pyam5p[c] --> h2o2[c] + nh4[c] + pydx5p[c],0.0,0.0,-0.0,0.0,0.0,797.3626192238664,0.0,-0.0,0.0,0.0,1067.3403459778683,0.0,-0.0,0.0,0.0,1453.281574423226,,
PUNP6,purine nucleoside phosphorylase Deoxyinosine ,din[c] + pi[c] <=> 2dr1p[c] + hxan[c],0.0,0.0,-0.0,0.0,-425.1659365085276,425.1659365085276,0.0,-0.0,0.0,-401.284641679033,401.284641679033,0.0,-0.0,0.0,-753.5180293558609,753.5180293558609,,
PUNP5,purine nucleoside phosphorylase Inosine ,ins[c] + pi[c] <=> hxan[c] + r1p[c],0.0,0.0,172.680086467913,0.0,-425.1659365085276,425.1659365085276,0.0,-0.0,0.0,-401.284641679033,401.284641679033,0.0,-0.0,1.0420901639126807,-753.5180293558609,753.5180293558609,,
PUNP4,purine nucleoside phosphorylase Deoxyguanosine ,dgsn[c] + pi[c] <=> 2dr1p[c] + gua[c],0.0,0.0,12.198573246741,0.0,-425.1659365085276,425.1659365085276,0.0,-0.0,0.0,-401.284641679033,401.284641679033,0.0,-0.0,0.9735107732495347,-753.5180293558609,753.5180293558609,,
RBFK,riboflavin kinase,atp[c] + ribflv[c] --> adp[c] + fmn[c] + h[c],0.0,0.0,-0.0,0.0,0.0,288.39322013626105,0.0,-0.0,0.0,0.0,291.6033729904456,0.0,-0.0,0.0,0.0,566.8970491684984,,
RBFKm,riboflavin kinase mitochondrial,atp[m] + ribflv[m] --> adp[m] + fmn[m] + h[m],0.0,0.0,-0.0,0.0,0.0,288.39322013626105,0.0,-0.0,0.0,0.0,291.6033729904456,0.0,-0.0,0.0,0.0,566.8970491684984,,
RBFSa,riboflavin synthase,4r5au[c] + db4p[c] --> dmlz[c] + 2.0 h2o[c] + pi[c],0.0,0.0,-0.0,0.0,0.0,1126.0179376861627,0.0,-0.0,0.0,0.0,1132.6691016387729,0.0,-0.0,0.0,0.0,2345.91864066143,,
RNDR3n,ribonucleoside diphosphate reductase CDP nuclear,cdp[n] + trdrd[n] --> dcdp[n] + h2o[n] + trdox[n],0.0,0.0,-0.0,0.0,0.0,663.9602594988019,0.0,-0.0,0.0,0.0,682.807898072278,0.0,-0.0,0.0,0.0,1226.7138046192106,,
SAM24MT,S adenosyl methionine delta 24 sterol c methyltransferase,amet[c] + zymst[c] --> ahcys[c] + fecost[c] + h[c],0.0,0.0,1.861947120968,0.0,0.0,2019.6179027956766,0.0,0.1362323117296031,0.0,0.0,1535.7297638611221,0.0,0.13623231174179806,0.0,0.0,3033.7849896907924,,
SADT,sulfate adenylyltransferase,atp[c] + h[c] + so4[c] --> aps[c] + ppi[c],0.0,0.0,345.360172936594,0.0,0.0,4490.134870554869,0.0,10.166313626461122,0.0,0.0,3883.6769226804886,0.0,10.166313629852274,0.0,0.0,6544.934115300584,,
RNTR3,ribonucleoside triphosphate reductase CTP ,ctp[c] + trdrd[c] --> dctp[c] + h2o[c] + trdox[c],0.0,0.0,11.799845622772,0.0,0.0,inf,0.0,0.4757589600631606,0.0,0.0,inf,0.0,0.47575896020550973,0.0,0.0,inf,,
