reaction_id,reaction_name,full_reaction,glucose_pfba_flux,glucose_pfba_LB,glucose_pfba_UB,glucose_1_eflux2_flux,glucose_1_trans_LB,glucose_1_trans_UB,glucose_1_eflux2_LB,glucose_1_eflux2_UB,glucose_2_eflux2_flux,glucose_2_trans_LB,glucose_2_trans_UB,glucose_2_eflux2_LB,glucose_2_eflux2_UB,glucose_3_eflux2_flux,glucose_3_trans_LB,glucose_3_trans_UB,glucose_3_eflux2_LB,glucose_3_eflux2_UB
URAt2,uracil transport in via proton symport,h[e] + ura[e] --> h[c] + ura[c],0.0,0.0,-0.0,0.0,0.0,442.1228813401998,0.0,-0.0,0.0,0.0,636.6744883585955,0.0,-0.0,0.0,0.0,485.2388964971886,0.0,-0.0
UPPRT,uracil phosphoribosyltransferase,prpp[c] + ura[c] --> ppi[c] + ump[c],0.0,0.0,148.158156642612,0.0,0.0,128.50876133471738,0.0,6.273925170935657,0.0,0.0,282.3527502263277,0.0,8.34058604942988,0.0,0.0,257.5816697589846,0.0,8.073798759752066
XTSNt2,xanthosine transport in via proton symport,h[e] + xtsn[e] --> h[c] + xtsn[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
XYLR,xylose reductase,h[c] + nadph[c] + xyl_D[c] --> nadp[c] + xylt[c],0.0,0.0,-0.0,0.0,0.0,1997.7178873311711,0.0,-0.0,0.0,0.0,3636.274956382451,0.0,-0.0,0.0,0.0,3478.0138554042096,0.0,-0.0
PLB_lpe,PLB lpe,h2o[c] + 0.01 lpe_SC[c] --> 0.01 gpe_SC[c] + h[c] + 0.0374 hdcoa[c] + 0.638 ocdycacoa[c] + 0.249 odecoa[c] + 0.0768 pmtcoa[c] + 0.0105 stcoa[c],0.0,0.0,6.4689983e-05,0.0,0.0,inf,0.0,5.0579466190881605e-05,0.0,0.0,inf,0.0,4.797792494380777e-05,0.0,0.0,inf,0.0,4.944319829843185e-05
ACAT_lanost,ACAT lanost,0.38 hdcoa[c] + lanost[c] + 0.33 odecoa[c] + 0.21 pmtcoa[c] + 0.07 stcoa[c] + 0.01 tdcoa[c] --> 0.01 SElanost_SC[c] + coa[c],0.0,0.0,148.158156642924,0.0,0.0,inf,0.0,99.7573649245736,0.0,0.0,inf,0.0,105.59329173196697,0.0,0.0,inf,0.0,107.68348543742754
PLB_lpc,PLB lpc,h2o[c] + 0.01 lpc_SC[c] --> 0.01 gpc_SC[c] + h[c] + 0.0374 hdcoa[c] + 0.638 ocdycacoa[c] + 0.249 odecoa[c] + 0.0768 pmtcoa[c] + 0.0105 stcoa[c],0.0,0.0,6.4689983e-05,0.0,0.0,inf,0.0,5.0579466190881605e-05,0.0,0.0,inf,0.0,4.797792494380777e-05,0.0,0.0,inf,0.0,4.944319829843185e-05
PHOSPTD,PHOSPTD,0.01 1ag3p_SC[c] + h2o[c] --> 0.01 mag_SC[c] + pi[c],0.0,0.0,75.730738600784,15.858311372637319,0.0,inf,0.0,56.09607602574392,17.68415575340818,0.0,inf,0.0,58.271256939249085,16.836490285425963,0.0,inf,0.0,59.20023192152838
MGL,MGL,h2o[c] + 0.01 mag_SC[c] --> 0.02 dca[c] + 0.06 ddca[c] + glyc[c] + h[c] + 0.27 hdca[c] + 0.17 hdcea[c] + 0.05 ocdca[c] + 0.24 ocdcea[c] + 0.09 ocdcya[c] + 0.1 ttdca[c],0.0,0.0,75.730738600784,15.858311372637319,0.0,inf,0.0,56.096076025987344,17.68415575340818,0.0,inf,0.0,58.271256939215604,16.836490285425963,0.0,inf,0.0,59.2002319210324
DGRK_SC,DGRK SC,0.01 12dgr_SC[c] + atp[c] --> adp[c] + h[c] + 0.01 pa_SC[c],0.0,0.0,296.316313285849,0.0,0.0,inf,0.0,199.5147298477881,0.0,0.0,inf,0.0,211.1865834620092,0.0,0.0,inf,0.0,215.36697087688862
DGL,DGL,0.01 12dgr_SC[c] + h2o[c] --> 0.02 dca[c] + 0.06 ddca[c] + h[c] + 0.27 hdca[c] + 0.17 hdcea[c] + 0.01 mag_SC[c] + 0.05 ocdca[c] + 0.24 ocdcea[c] + 0.09 ocdcya[c] + 0.1 ttdca[c],0.0,0.0,42.41941467812,0.0,0.0,inf,0.0,31.60318747787797,0.0,0.0,inf,0.0,32.777582028927,0.0,0.0,inf,0.0,33.300130455507365
ACAT_zymst,ACAT zymst,0.5 hdcoa[c] + 0.42 odecoa[c] + 0.04 pmtcoa[c] + 0.03 stcoa[c] + 0.01 tdcoa[c] + zymst[c] --> 0.01 SEzymst_SC[c] + coa[c],0.0,0.0,87.144671495534,0.0,0.0,inf,0.0,66.416087972944,0.0,0.0,inf,0.0,68.90394397384573,0.0,0.0,inf,0.0,69.39821374888837
ACAT_fecost,ACAT fecost,fecost[c] + 0.63 hdcoa[c] + 0.22 odecoa[c] + 0.09 pmtcoa[c] + 0.04 stcoa[c] + 0.02 tdcoa[c] --> 0.01 SEfecost_SC[c] + coa[c],0.0,0.0,87.144671495538,0.0,0.0,inf,0.0,66.41608797286285,0.0,0.0,inf,0.0,68.90394397486668,0.0,0.0,inf,0.0,69.39821374887184
XYLTD_D,xylitol dehydrogenase D xyulose forming ,nad[c] + xylt[c] --> h[c] + nadh[c] + xylu_D[c],0.0,0.0,-0.0,0.0,0.0,622.258287915147,0.0,-0.0,0.0,0.0,1002.8794779823091,0.0,-0.0,0.0,0.0,966.5099110468703,0.0,-0.0
ACAT_ergst,ACAT ergst,ergst[c] + 0.005 hdcoa[c] + 0.43 odecoa[c] + 0.54 pmtcoa[c] + 0.02 stcoa[c] + 0.005 tdcoa[c] --> 0.01 SEergst_SC[c] + coa[c],0.0,0.0,87.144671495538,0.0,0.0,inf,0.0,66.41608797286285,0.0,0.0,inf,0.0,68.90394397486668,0.0,0.0,inf,0.0,69.39821374895449
ACAT_epist,ACAT epist,epist[c] + 0.63 hdcoa[c] + 0.22 odecoa[c] + 0.09 pmtcoa[c] + 0.04 stcoa[c] + 0.02 tdcoa[c] --> 0.01 SEepist_SC[c] + coa[c],0.0,0.0,87.144671495538,0.0,0.0,inf,0.0,66.41608797286285,0.0,0.0,inf,0.0,68.90394397486668,0.0,0.0,inf,0.0,69.39821374895449
ZYMSTt,zymosterol reversible transport,zymst[e] <=> zymst[c],0.0,-1.81182905366,-0.0,0.0,-675.7106298436364,675.7106298436364,-0.41358818920314483,-0.0,0.0,-1236.8623735462725,1236.8623735462725,-0.4232921903262546,-0.0,0.0,-1107.865705426801,1107.865705426801,-0.7858510217530411,-0.0
YUMPS,yUMP synthetase,r5p[c] + ura[c] <=> h2o[c] + psd5p[c],0.0,0.0,-0.0,0.0,-1908.0558944188663,1908.0558944188663,0.0,-0.0,0.0,-3324.7998715151152,3324.7998715151152,0.0,-0.0,0.0,-2929.2888477469123,2929.2888477469123,0.0,-0.0
XYLt,D xylose reversible transport,xyl_D[e] <=> xyl_D[c],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
XYLTt,Xylitol transport via passive diffusion,xylt[e] <=> xylt[c],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
dca_t,decanoate transport in via uniport,dca[e] --> dca[c],0.0,0.0,-0.0,0.0,0.0,779.4710582930569,0.0,-0.0,0.0,0.0,1156.3575289352093,0.0,-0.0,0.0,0.0,1152.1737205072936,0.0,-0.0
ACACTDC10p,"acetyl-CoA C-acetyltransferase (decanedioyl-CoA), peroxisomal",coa[x] + oxo-C10DC-coa[x] --> C8DC-coa[x] + accoa[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
PMDPHT,pyrimidine phosphatase,5aprbu[c] + h2o[c] --> 4r5au[c] + pi[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
ACACTDC12p,"acetyl-CoA C-acetyltransferase (dodecanedioyl-CoA), peroxisomal",coa[x] + oxo-C12DC-coa[x] --> C10DC-coa[x] + accoa[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
L_LACtm,L lactate transport mitochondrial,h[c] + lac_L[c] <=> h[m] + lac_L[m],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
DHNPAm,dihydroneopterin aldolase,dhnpt[m] --> 2ahhmp[m] + gcald[m] + h[m],0.0,0.0,-0.0,0.0,0.0,615.7669219124462,0.0,-0.0,0.0,0.0,1109.1592624480577,0.0,-0.0,0.0,0.0,963.3686711717608,0.0,-0.0
DHFS,dihydrofolate synthase,atp[c] + dhpt[c] + glu_L[c] --> adp[c] + dhf[c] + h[c] + pi[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
GLYCDx,glycerol 2-dehydrogenase,glyc[c] + nad[c] --> dha[c] + nadh[c],0.0,0.0,66.522082027865,0.0,0.0,29.109719418361397,0.0,29.109719418361397,0.0,0.0,75.98586164952742,0.0,55.20434867942779,0.0,0.0,37.529550086835364,0.0,37.529550086835364
ASPOcm,aspartate oxidase,asp_L[c] + fad[m] --> fadh2[m] + h[c] + iasp[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
EX_C16DC(e),Hexadecanedioate exchnage,C16DC[e] --> ,0.0,0.0,3.995898049186,0.0,-0.0,10142.759379219999,0.0,0.9305734257248256,0.0,-0.0,16736.97393161397,0.0,0.9524074281964146,0.0,-0.0,16532.841447945095,0.0,1.7427063000692466
EX_C12DC(e),Dodecanedioate exchange,C12DC[e] --> ,0.0,0.0,5.320211403255,0.0,-0.0,10142.759379219999,0.0,1.2407645676297199,0.0,-0.0,16736.97393161397,0.0,1.2698765709285529,0.0,-0.0,16532.841447945095,0.0,2.3166854064866893
EX_C10DC(e),Decanedioate exchange,C10DC[e] --> ,0.0,0.0,6.47073891525,0.0,-0.0,10142.759379219999,0.0,1.488917481159721,0.0,-0.0,16736.97393161397,0.0,1.523851885104221,0.0,-0.0,16532.841447945095,0.0,2.802490996313475
EX_hedecane(e),Hexadecane exchange,hedecane[e] --> ,0.0,0.0,-0.0,0.0,-0.0,10142.759379219999,0.0,-0.0,0.0,-0.0,16736.97393161397,0.0,-0.0,0.0,-0.0,16532.841447945095,0.0,-0.0
EX_dodec(e),Dodecane exchange,dodec[e] --> ,0.0,0.0,-0.0,0.0,-0.0,10142.759379219999,0.0,-0.0,0.0,-0.0,16736.97393161397,0.0,-0.0,0.0,-0.0,16532.841447945095,0.0,-0.0
EX_decane(e),Decane exchange,decane[e] --> ,0.0,0.0,-0.0,0.0,-0.0,10142.759379219999,0.0,-0.0,0.0,-0.0,16736.97393161397,0.0,-0.0,0.0,-0.0,16532.841447945095,0.0,-0.0
C16DCtp,Hexadecanedioate peroxisomal transport,C16DC[c] --> C16DC[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
C16DCte,Hexadecanedioate extracellular transport,C16DC[c] --> C16DC[e],0.0,0.0,3.995898049176,0.0,0.0,inf,0.0,0.9305734257248256,0.0,0.0,inf,0.0,0.9524074281964146,0.0,0.0,inf,0.0,1.7427063000527139
C12DCtp,Dodecanedioate peroxisomal transport,C12DC[c] --> C12DC[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
C12DCte,Dodecanedioate extracellular transport,C12DC[c] --> C12DC[e],0.0,0.0,5.320211403242,0.0,0.0,inf,0.0,1.2407645676297199,0.0,0.0,inf,0.0,1.2698765709285529,0.0,0.0,inf,0.0,2.3166854064536233
FACOAL160p,fatty acid CoA ligase hexadecanoate peroxisomal,atp[x] + coa[x] + hdca[x] <=> amp[x] + pmtcoa[x] + ppi[x],0.0,0.0,-0.0,0.0,-9339.757119167152,9339.757119167152,0.0,-0.0,0.0,-16858.48436235749,16858.48436235749,0.0,-0.0,0.0,-16997.91027787579,16997.91027787579,0.0,-0.0
FTHFI,5 Formyltetrahydrofolate10 Formyltetrahydrofolate isomerase,5fthf[c] + atp[c] + h2o[c] --> 10fthf[c] + adp[c] + h[c] + pi[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
GTPCI,GTP cyclohydrolase I,gtp[c] + h2o[c] --> ahdt[c] + for[c] + h[c],0.0,0.0,-0.0,0.0,0.0,1516.9510927561432,0.0,-0.0,0.0,0.0,2436.568664964362,0.0,-0.0,0.0,0.0,2449.009803684107,0.0,-0.0
FACOAL60p,fatty acid CoA ligase hexanoate peroxisomal YL,atp[x] + coa[x] + hca[x] <=> amp[x] + h[x] + hcacoa[x] + ppi[x],0.0,0.0,-0.0,0.0,-9339.757119167152,9339.757119167152,0.0,-0.0,0.0,-16858.48436235749,16858.48436235749,0.0,-0.0,0.0,-16997.91027787579,16997.91027787579,0.0,-0.0
EX_eryth(e),EX_eryth(e),erythritol[e] --> ,0.0,0.0,24.139821856227,0.0,-0.0,10142.759379219999,0.0,7.444587405676892,0.0,-0.0,16736.97393161397,0.0,7.619259425504369,0.0,-0.0,16532.841447945095,0.0,11.92012969072793
erythritolT,erythritolT,erythritol[c] <=> erythritol[e],0.0,0.0,24.139821856227,0.0,-inf,inf,0.0,7.444587405676892,0.0,-inf,inf,0.0,7.619259425504369,0.0,-inf,inf,0.0,11.92012969072793
erythritolS,erythritolS,erythrose[c] + h[c] + nadh[c] <=> erythritol[c] + nad[c],0.0,0.0,24.139821856227,0.0,-inf,inf,0.0,7.444587405676892,0.0,-inf,inf,0.0,7.619259425504369,0.0,-inf,inf,0.0,11.92012969072793
erythroseS,erythroseS,adp[c] + e4p[c] <=> atp[c] + erythrose[c],0.0,0.0,24.139821856227,0.0,-inf,inf,0.0,7.444587405676892,0.0,-inf,inf,0.0,7.619259425504369,0.0,-inf,inf,0.0,11.920129690694864
FAO40p,fatty acid oxidation butanoyl CoA peroxisomal YL,bucacoa[x] + coa[x] + h2o[x] + nad[x] + o2[x] --> 2.0 accoa[x] + h2o2[x] + h[x] + nadh[x],0.0,0.0,-0.0,0.0,0.0,8416.766015658133,0.0,-0.0,0.0,0.0,15455.591207409607,0.0,-0.0,0.0,0.0,14665.291677985217,0.0,-0.0
FACOAL40p,fatty acid CoA ligase butanoate peroxisomal,atp[x] + buca[x] + coa[x] <=> amp[x] + bucacoa[x] + h[x] + ppi[x],0.0,0.0,-0.0,0.0,-9339.757119167152,9339.757119167152,0.0,-0.0,0.0,-16858.48436235749,16858.48436235749,0.0,-0.0,0.0,-16997.91027787579,16997.91027787579,0.0,-0.0
oxogludeh(e),oxoglutarate dehydrogenase YL,2oxoadp[c] + coa[c] + nad[c] <=> co2[c] + gtycoa[c] + h[c] + nadh[c],0.0,0.0,-0.0,0.0,-2136.8765460140694,2136.8765460140694,0.0,-0.0,0.0,-3440.7871008612,3440.7871008612,0.0,-0.0,0.0,-4119.818760413438,4119.818760413438,0.0,-0.0
ACACCT,Acetyl-CoA:acetoacetyl-CoA transferase,acac[c] + accoa[c] --> aacoa[c] + ac[c],0.0,0.0,29.313128786249,0.0,0.0,287.040090431926,0.0,23.641350258717587,0.0,0.0,588.4720034355472,0.0,23.048035563906023,0.0,0.0,752.7402711249403,0.0,23.489284715360533
UGLT,UDPglucose hexose 1 phosphate uridylyltransferase,gal1p[c] + udpg[c] --> g1p[c] + udpgal[c],0.0,0.0,-0.0,0.0,0.0,472.9568698530286,0.0,-0.0,0.0,0.0,845.2171835465056,0.0,-0.0,0.0,0.0,845.3241832334328,0.0,-0.0
SPHPL,sphinganine phosphate lyase,sph1p[c] --> ethamp[c] + hxdcal[c],0.0,0.0,1.156132486598,0.0,0.0,220.60501649803498,0.0,0.8645035855779618,0.0,0.0,329.04890749553067,0.0,0.8123845803229464,0.0,0.0,372.3195894077235,0.0,0.8417393579638837
QULNS,quinolinate synthase,dhap[c] + iasp[c] --> 2.0 h2o[c] + pi[c] + quln[c],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
MTHFDm,methylenetetrahydrofolate dehydrogenase NADP mitochondrial,mlthf[m] + nadp[m] <=> methf[m] + nadph[m],0.0,0.0,-0.0,0.0,-2227.958525239465,2227.958525239465,0.0,-0.0,0.0,-3617.69691531836,3617.69691531836,0.0,-0.0,0.0,-3030.3045089938564,3030.3045089938564,0.0,-0.0
MTHFD2,methylenetetrahydrofolate dehydrogenase NAD ,mlthf[c] + nad[c] --> methf[c] + nadh[c],0.0,0.0,465.595566851554,0.9434647483528718,0.0,1146.740375414613,0.0,449.0521628254356,0.9303122132690758,0.0,1920.0656494347547,0.0,465.5955668519118,0.9377200627069422,0.0,2012.2121326293975,0.0,465.595566851698
MTHFCm,methenyltetrahydrifikate cyclohydrolase mitochondrial,h2o[m] + methf[m] <=> 10fthf[m] + h[m],0.0,0.0,-0.0,0.0,-2227.958525239465,2227.958525239465,0.0,-0.0,0.0,-3617.69691531836,3617.69691531836,0.0,-0.0,0.0,-3030.3045089938564,3030.3045089938564,0.0,-0.0
C10DCtp,Decanedioate peroxisomal transport,C10DC[c] --> C10DC[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
C10DCte,Decanedioate extracellular transport,C10DC[c] --> C10DC[e],0.0,0.0,6.470738915235,0.0,0.0,inf,0.0,1.488917481159721,0.0,0.0,inf,0.0,1.523851885137695,0.0,0.0,inf,0.0,2.802490996280409
HDCAH,Hexadecanoate hydroxylase,h[c] + hdca[c] + nadph[c] + o2[c] --> h2o[c] + hdcaol[c] + nadp[c],0.0,0.0,3.995898049176,0.0,0.0,2208.2815720437784,0.0,0.9305734257248256,0.0,0.0,3983.399795724125,0.0,0.9524074282131515,0.0,0.0,3379.147463545498,0.0,1.7427063000527139
ACOAODC16p,"acyl-CoA oxidase (hexadecanedioyl-CoA), peroxisomal",C16DC-coa[x] + o2[x] --> 2-ene-C16DC-coa[x] + h2o2[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
DCAFAO,Fatty alcohol oxidase (decanoate),dcaol[c] + o2[c] --> dcaal[c] + h2o2[c],0.0,0.0,6.470738915235,0.0,0.0,8847.32615130602,0.0,1.488917481159721,0.0,0.0,15324.373331785751,0.0,1.523851885137695,0.0,0.0,14171.125047106138,0.0,2.802490996280409
ALDDHHD,Aldehyde dehydrogenase (hydroxy-hexadecanoate),h2o[c] + hdcaal[c] + nad[c] --> C16DC[c] + h[c] + nadh[c],0.0,0.0,3.995898049176,0.0,0.0,105.3832699500958,0.0,0.9305734257248256,0.0,0.0,142.76638763666716,0.0,0.9524074282131515,0.0,0.0,179.71198653916318,0.0,1.7427063000527139
ALDDHDD,Aldehyde dehydrogenase (hydroxy-dodecanoate),ddcaal[c] + h2o[c] + nad[c] --> C12DC[c] + h[c] + nadh[c],0.0,0.0,5.320211403242,0.0,0.0,105.3832699500958,0.0,1.2407645676398626,0.0,0.0,142.76638763666716,0.0,1.26987657094529,0.0,0.0,179.71198653916318,0.0,2.3166854064536233
ALDDHD,Aldehyde dehydrogenase (hydroxy-decanoate),dcaal[c] + h2o[c] + nad[c] --> C10DC[c] + h[c] + nadh[c],0.0,0.0,6.470738915249,0.0,0.0,105.3832699500958,0.0,1.488917481149578,0.0,0.0,142.76638763666716,0.0,1.5238518851209581,0.0,0.0,179.71198653916318,0.0,2.802490996313475
ACOAODC8p,"acyl-CoA oxidase (octanedioyl-CoA), peroxisomal",C8DC-coa[x] + o2[x] --> 2-ene-C8DC-coa[x] + h2o2[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
ACOAODC6p,"acyl-CoA oxidase (adipoyl-CoA), peroxisomal",C6DC-coa[x] + o2[x] --> 2-ene-C6DC-coa[x] + h2o2[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
ACOAODC14p,"acyl-CoA oxidase (tetradecanedioyl-CoA), peroxisomal",C14DC-coa[x] + o2[x] --> 2-ene-C14DC-coa[x] + h2o2[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
DCCOAL10,Dicarboxylic-acid--CoA ligase (decandioate),C10DC[x] + atp[x] + coa[x] <=> C10DC-coa[x] + amp[x] + ppi[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
ACOAODC12p,"acyl-CoA oxidase (dodecanedioyl-CoA), peroxisomal",C12DC-coa[x] + o2[x] --> 2-ene-C12DC-coa[x] + h2o2[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
ACOAODC10p,"acyl-CoA oxidase (decanedioyl-CoA), peroxisomal",C10DC-coa[x] + o2[x] --> 2-ene-C10DC-coa[x] + h2o2[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
ACACTDC8p,"acetyl-CoA C-acetyltransferase (octanedioyl-CoA), peroxisomal",coa[x] + oxo-C8DC-coa[x] --> C6DC-coa[x] + accoa[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
ACACTDC6p,"acetyl-CoA C-acetyltransferase (adipoyl-CoA), peroxisomal",coa[x] + oxo-C6DC-coa[x] --> accoa[x] + succoa[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
ACACTDC16p,"acetyl-CoA C-acetyltransferase (hexadecanedioyl-CoA), peroxisomal",coa[x] + oxo-C16DC-coa[x] --> C14DC-coa[x] + accoa[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
ACACTDC14p,"acetyl-CoA C-acetyltransferase (tetradecanedioyl-CoA), peroxisomal",coa[x] + oxo-C14DC-coa[x] --> C12DC-coa[x] + accoa[x],0.0,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0,0.0,0.0,inf,0.0,-0.0
DCAH,decanoate hydroxylase,dca[c] + h[c] + nadph[c] + o2[c] --> dcaol[c] + h2o[c] + nadp[c],0.0,0.0,6.470738915235,0.0,0.0,2208.2815720437784,0.0,1.488917481159721,0.0,0.0,3983.399795724125,0.0,1.523851885137695,0.0,0.0,3379.147463545498,0.0,2.802490996280409
DCCOAL12,Dicarboxylic-acid--CoA ligase (dodecandioate),C12DC[x] + atp[x] + coa[x] <=> C12DC-coa[x] + amp[x] + ppi[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
HDCAFAO,Fatty alcohol oxidase (hexadecanoate),hdcaol[c] + o2[c] --> h2o2[c] + hdcaal[c],0.0,0.0,3.995898049176,0.0,0.0,8847.32615130602,0.0,0.9305734257248256,0.0,0.0,15324.373331785751,0.0,0.9524074282131515,0.0,0.0,14171.125047106138,0.0,1.7427063000527139
ECOAHDC8p,"3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanedioyl-CoA), peroxisomal",2-ene-C8DC-coa[x] + h2o[x] <=> hydroxy-C8DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
HACDDC8p,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctanedioyl-CoA), peroxisomal",hydroxy-C8DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C8DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
HACDDC6p,"3-hydroxyacyl-CoA dehydrogenase (3-oxoadipoyl-CoA), peroxisomal",hydroxy-C6DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C6DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
HACDDC16p,"3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanedioyl-CoA), peroxisomal",hydroxy-C16DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C16DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
HACDDC14p,"3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanedioyl-CoA), peroxisomal",hydroxy-C14DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C14DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
HACDDC12p,"3-hydroxyacyl-CoA dehydrogenase (3-oxododecanedioyl-CoA), peroxisomal",hydroxy-C12DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C12DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
HACDDC10p,"3-hydroxyacyl-CoA dehydrogenase (3-oxodecanedioyl-CoA), peroxisomal",hydroxy-C10DC-coa[x] + nad[x] <=> h[x] + nadh[x] + oxo-C10DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
ECOAHDC6p,"3-hydroxyacyl-CoA dehydratase (3-hydroxyadipoyl-CoA), peroxisomal",2-ene-C6DC-coa[x] + h2o[x] <=> hydroxy-C6DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
DCCOAL16,Dicarboxylic-acid--CoA ligase (hexadecandioate),C16DC[x] + atp[x] + coa[x] <=> C16DC-coa[x] + amp[x] + ppi[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
ECOAHDC16p,"3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanedioyl-CoA), peroxisomal",2-ene-C16DC-coa[x] + h2o[x] <=> hydroxy-C16DC-coa[x],0.0,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0,0.0,-inf,inf,0.0,-0.0
