reaction_id,reaction_name,full_reaction,Oleic Acid MFA-Constrained GSM flux,Oleic Acid MFA-Constrained GSM LB,Oleic Acid MFA-Constrained GSM UB
PDHm,pyruvate dehydrogenase,coa[m] + nad[m] + pyr[m] --> accoa[m] + co2[m] + nadh[m],0.0,0.0,0.48711673547
PFK,phosphofructokinase,atp[c] + f6p[c] --> adp[c] + fdp[c] + h[c],0.0,0.0,0.91334387901
ETHAK,Ethanolamine kinase,atp[c] + etha[c] --> adp[c] + ethamp[c] + h[c],0.0,0.0,0.0002360249
ETHAPT_SC,Ethanolaminephosphotransferase yeast specific,0.01 12dgr_SC[c] + cdpea[c] <=> cmp[c] + h[c] + 0.01 pe_SC[c],0.0,0.0,0.26095539154
ETOHt,ethanol reversible transport,etoh[e] --> etoh[c],0.0,0.0,10000.0
ETOHtm,ethanol transport to mitochondria diffusion ,etoh[c] <=> etoh[m],0.0,0.0,0.66425008756
EX_13BDglcn(e),1 3 beta D Glucan exchange,13BDglcn[e] --> ,0.0,0.0,-0.0
EX_4abut(e),4 Aminobutanoate exchange,4abut[e] --> ,0.0,0.0,-0.0
EX_5aop(e),5 Amino 4 oxopentanoate exchange,5aop[e] --> ,0.0,0.0,-0.0
EX_8aonn(e),8 Amino 7 oxononanoate exchange,8aonn[e] --> ,0.0,0.0,-0.0
EX_abt(e),L Arabinitol exchange,abt[e] --> ,0.0,0.0,-0.0
EX_ac(e),Acetate exchange,ac[e] --> ,0.0,0.0,0.22141669584999998
EX_ade(e),Adenine exchange,ade[e] --> ,0.0,0.0,-0.0
EX_adn(e),Adenosine exchange,adn[e] --> ,0.0,0.0,-0.0
EX_akg(e),2 Oxoglutarate exchange,akg[e] --> ,0.0,0.0,-0.0
EX_ala_L(e),L Alanine exchange,ala_L[e] --> ,0.0,0.0,0.11070834793
EX_alltn(e),Allantoin exchange,alltn[e] --> ,0.0,0.0,-0.0
EX_alltt(e),Allantoate exchange,alltt[e] --> ,0.0,0.0,-0.0
EX_amet(e),S Adenosyl L methionine exchange,amet[e] --> ,0.0,0.0,-0.0
EX_arab_D(e),D Arabinose exchange,arab_D[e] --> ,0.0,0.0,-0.0
EX_arab_L(e),L Arabinose exchange,arab_L[e] --> ,0.0,0.0,-0.0
EX_arg_L(e),L Arginine exchange,arg_L[e] --> ,0.0,0.0,0.04401657207
EX_asn_L(e),L Asparagine exchange,asn_L[e] --> ,0.0,0.0,0.07611198920000001
EX_asp_L(e),L Aspartate exchange,asp_L[e] --> ,0.0,0.0,0.10148265227
EX_buca(e),butanoate exchange YL,buca[e] --> ,0.0,0.0,-0.0
EX_btn(e),Biotin exchange,btn[e] --> ,0.0,0.0,-0.0
EX_chol(e),Choline exchange,chol[e] --> ,0.0,0.0,-0.0
EX_cit(e),Citrate exchange,cit[e] --> ,0.0,0.0,0.07163481336
EX_co2(e),CO2 exchange,co2[e] --> ,793.15218331594,792.7944712410699,793.35796910289
EX_crn(e),L Carnitine exchange,crn[e] --> ,0.0,0.0,-0.0
EX_csn(e),Cytosine exchange,csn[e] --> ,0.0,0.0,-0.0
EX_cys_L(e),L Cysteine exchange,cys_L[e] --> ,0.0,0.0,0.05039138595
EX_cytd(e),Cytidine exchange,cytd[e] --> ,0.0,0.0,-0.0
EX_dad_2(e),Deoxyadenosine exchange,dad_2[e] --> ,0.0,0.0,-0.0
EX_dann(e),7 8 Diaminononanoate exchange,dann[e] --> ,0.0,0.0,-0.0
EX_dcyt(e),Deoxycytidine exchange,dcyt[e] --> ,0.0,0.0,-0.0
EX_ddca(e),dodecanoate uptake,ddca[e] --> ,0.0,0.0,0.01731457587
EX_dgsn(e),Deoxyguanosine exchange,dgsn[e] --> ,0.0,0.0,-0.0
EX_din(e),Deoxyinosine exchange,din[e] --> ,0.0,0.0,-0.0
EX_dttp(e),dTTP exchange,dttp[e] --> ,0.0,0.0,0.02319603497
EX_duri(e),Deoxyuridine exchange,duri[e] --> ,0.0,0.0,-0.0
EX_ergst(e),Ergosterol exchange,ergst[e] --> ,0.0,0.0,0.00561625751
EX_etoh(e),Ethanol exchange,etoh[e] --> ,0.0,0.0,0.11070834873
EX_fmn(e),FMN exchange,fmn[e] --> ,0.0,0.0,-0.0
EX_for(e),Formate exchange,for[e] --> ,0.0,0.0,0.56205777047
EX_fru(e),D Fructose exchange,fru[e] --> ,0.0,0.0,-0.0
EX_fum(e),Fumarate exchange,fum[e] --> ,0.0,0.0,0.101482653
EX_gal(e),D Galactose exchange,gal[e] --> ,0.0,0.0,-0.0
EX_gam6p(e),D Glucosamine 6 phosphate exchange,gam6p[e] --> ,0.0,0.0,0.03928360760999999
EX_gcald(e),Glycolaldehyde exchange,gcald[e] --> ,0.0,0.0,-0.0
EX_glc_e,D Glucose exchange,glc_D[e] --> ,0.0,0.0,-0.0
EX_gln_L(e),L Glutamine exchange,gln_L[e] --> ,0.0,0.0,0.07025722130999999
EX_glu_L(e),L Glutamate exchange,glu_L[e] --> ,0.0,0.0,0.07611198975
EX_gly(e),Glycine exchange,gly[e] --> ,0.0,0.0,0.17821343941999998
EX_glyc_e,Glycerol exchange,glyc[e] --> ,0.0,0.0,0.06353696536
EX_gsn(e),Guanosine exchange,gsn[e] --> ,0.0,0.0,-0.0
EX_gthox(e),Oxidized glutathione exchange,gthox[e] --> ,0.0,0.0,-0.0
EX_gua(e),Guanine exchange,gua[e] --> ,0.0,0.0,0.0462452596
EX_h2o_e,H2O exchange,h2o[e] <=> ,983.45579739725,983.03916649266,983.83245056123
EX_h_e,H exchange,h[e] <=> ,-8.77171879867,-8.83952663164,-8.03926342502
EX_hdca(e),Hexadecanoate n C160 exchange,hdca[e] --> ,0.0,0.0,-0.0
EX_hca(e),Hexadecanoate n C60 exchange YL,hca[e] --> ,0.0,0.0,-0.0
EX_hdcea(e),hexadecenoate n C161 exchange,hdcea[e] --> ,0.0,0.0,-0.0
EX_his_L(e),L Histidine exchange,his_L[e] --> ,0.0,0.0,0.03512861065
EX_hxan(e),Hypoxanthine exchange,hxan[e] --> ,0.0,0.0,0.05039138643
EX_ile_L(e),L Isoleucine exchange,ile_L[e] --> ,0.0,0.0,0.038255241009999996
EX_inost(e),myo Inositol exchange,inost[e] --> ,0.0,0.0,-0.0
EX_ins(e),Inosine exchange,ins[e] --> ,0.0,0.0,-0.0
EX_k(e),K exchange,k[e] --> ,0.0,0.0,-0.0
EX_lac_L(e),L Lactate exchange,lac_L[e] --> ,0.0,0.0,-0.0
EX_leu_L(e),L Leucine exchange,leu_L[e] --> ,0.0,0.0,0.044016572479999995
EX_lys_L(e),L Lysine exchange,lys_L[e] --> ,0.0,0.0,0.0462452597
EX_mal_L(e),L Malate exchange,mal_L[e] --> ,0.0,0.0,-0.0
EX_malt(e),Maltose exchange,malt[e] --> ,0.0,0.0,-0.0
EX_man(e),D Mannose exchange,man[e] --> ,0.0,0.0,-0.0
EX_melib(e),Melibiose exchange,melib[e] --> ,0.0,0.0,-0.0
EX_met_L(e),L Methionine exchange,met_L[e] --> ,0.0,0.0,0.03430399546
EX_mmet(e),S Methyl L methionine exchange,mmet[e] --> ,0.0,0.0,-0.0
EX_na1(e),Sodium exchange,na1[e] --> ,0.0,0.0,-0.0
EX_nh4_e,Ammonia exchange,nh4[e] <=> ,-126.73123372689,-127.07085042834001,-126.70551287674
EX_nmn(e),NMN exchange,nmn[e] --> ,0.0,0.0,-0.0
EX_o2_e,O2 exchange,o2[e] <=> ,-1410.42739143832,-1410.66037397099,-1410.21584101472
EX_ocdca(e),octadecanoate n C180 exchange,ocdca[e] --> ,0.0,0.0,-0.0
EX_ocdcea_e,octadecenoate n C181 exchange,ocdcea[e] <=> ,-100.0,-100.0,-100.0
EX_ocdcya(e),octadecynoate n C182 exchange,ocdcya[e] --> ,0.0,0.0,-0.0
EX_orn(e),Ornithine exchange,orn[e] --> ,0.0,0.0,0.05620577717
EX_pap(e),Adenosine 3 5 bisphosphate exchange,pap[e] --> ,0.0,0.0,0.02476864757
EX_phe_L(e),L Phenylalanine exchange,phe_L[e] --> ,0.0,0.0,0.02502311997
EX_pi_e,Phosphate exchange,pi[e] <=> ,-8.77171879867,-8.83952663165,-8.76993852659
EX_pnto_R(e), R Pantothenate exchange,pnto_R[e] --> ,0.0,0.0,0.02810288858
EX_pro_L(e),L Proline exchange,pro_L[e] --> ,0.0,0.0,0.05892541155
EX_ptrc(e),Putrescine exchange,ptrc[e] --> ,0.0,0.0,-0.0
EX_pyr(e),Pyruvate exchange,pyr[e] --> ,0.0,0.0,-0.0
EX_rib_D(e),D Ribose exchange,rib_D[e] --> ,0.0,0.0,-0.0
EX_ribflv(e),Riboflavin exchange,ribflv[e] --> ,0.0,0.0,-0.0
EX_sbt_D(e),D Sorbitol exchange,sbt_D[e] --> ,0.0,0.0,-0.0
EX_sbt_L(e),L Sorbitol exchange,sbt_L[e] --> ,0.0,0.0,-0.0
EX_ser_L(e),L Serine exchange,ser_L[e] --> ,0.0,0.0,0.10009247989
EX_so4_e,Sulfate exchange,so4[e] <=> ,-1.50240336597,-1.5524898307900001,-1.50209844436
EX_spmd(e),Spermidine exchange,spmd[e] --> ,0.0,0.0,-0.0
EX_sprm(e),Spermine exchange,sprm[e] --> ,0.0,0.0,-0.0
EX_srb_L(e),L Sorbose exchange,srb_L[e] --> ,0.0,0.0,-0.0
EX_succ(e),Succinate exchange,succ[e] --> ,0.0,0.0,0.10148265322
EX_thm(e),Thiamin exchange,thm[e] --> ,0.0,0.0,-0.0
EX_thmmp(e),Thiamin monophosphate exchange,thmmp[e] --> ,0.0,0.0,-0.0
EX_thmpp(e),Thiamine diphosphate exchange,thmpp[e] --> ,0.0,0.0,-0.0
EX_thr_L(e),L Threonine exchange,thr_L[e] --> ,0.0,0.0,0.06765510215000001
EX_thym(e),Thymine exchange,thym[e] --> ,0.0,0.0,0.04936993940000001
EX_thymd(e),Thymidine exchange,thymd[e] --> ,0.0,0.0,-0.0
EX_tre(e),Trehalose exchange,tre[e] --> ,0.0,0.0,-0.0
EX_trp_L(e),L Tryptophan exchange,trp_L[e] --> ,0.0,0.0,0.01917782423
EX_ttdca(e),tetradecanoate n C140 exchange,ttdca[e] --> ,0.0,0.0,-0.0
EX_tyr_L(e),L Tyrosine exchange,tyr_L[e] --> ,0.0,0.0,0.02581890824
EX_ura(e),Uracil exchange,ura[e] --> ,0.0,0.0,-0.0
EX_urea(e),Urea exchange,urea[e] --> ,0.0,0.0,0.18266877580000002
EX_uri(e),Uridine exchange,uri[e] --> ,0.0,0.0,-0.0
EX_val_L(e),L Valine exchange,val_L[e] --> ,0.0,0.0,0.0521910788
EX_xan(e),Xanthine exchange,xan[e] --> ,0.0,0.0,0.05452799278
EX_xtsn(e),Xanthosine exchange,xtsn[e] --> ,0.0,0.0,-0.0
EX_xyl_D(e),D Xylose exchange,xyl_D[e] --> ,0.0,0.0,-0.0
EX_xylt(e),Xylitol exchange,xylt[e] --> ,0.0,0.0,-0.0
EX_zymst(e),zymosterol exchange,zymst[e] --> ,0.0,0.0,0.00595497232
FA100tp,fatty acid peroxisomal transport,dca[c] --> dca[x],0.0,0.0,-0.0
FA120ACPH,fatty acyl ACP hydrolase,ddcaACP[c] + h2o[c] <=> ACP[c] + ddca[c] + h[c],0.0,0.0,-0.0
FA120ACPtm,fatty acyl ACP mitochondrial transport,ddcaACP[m] --> ddcaACP[c],0.0,0.0,-0.0
FA120tp,fatty acid peroxisomal transport,ddca[c] --> ddca[x],0.0,0.0,-0.0
FA140ACPH,fatty acyl ACP hydrolase,h2o[c] + myrsACP[c] <=> ACP[c] + h[c] + ttdca[c],0.0,0.0,-0.0
FA140ACPtm,fatty acyl ACP mitochondrial transport,myrsACP[m] --> myrsACP[c],0.0,0.0,-0.0
FA140COAabcp,fatty acid peroxisomal transport via ABC system,atp[x] + h2o[x] + tdcoa[c] --> adp[x] + h[x] + pi[x] + tdcoa[x],0.0,0.0,0.0341436961
FA140tp,fatty acid peroxisomal transport,ttdca[c] --> ttdca[x],0.0,0.0,-0.0
FA141ACPH,fatty acyl ACP hydrolase,h2o[c] + tdeACP[c] <=> ACP[c] + h[c] + ttdcea[c],0.0,0.0,-0.0
FA141ACPtm,fatty acyl ACP mitochondrial transport,tdeACP[m] --> tdeACP[c],0.0,0.0,-0.0
FA141COAabcp,fatty acid peroxisomal transport via ABC system,atp[x] + h2o[x] + tdecoa[c] --> adp[x] + h[x] + pi[x] + tdecoa[x],0.0,0.0,0.03276569939
FA141tp,fatty acid peroxisomal transport,ttdcea[c] --> ttdcea[x],0.0,0.0,-0.0
FA160ACPH,fatty acyl ACP hydrolase,h2o[c] + palmACP[c] <=> ACP[c] + h[c] + hdca[c],0.0,0.0,-0.0
FA160ACPtm,fatty acyl ACP mitochondrial transport,palmACP[m] --> palmACP[c],0.0,0.0,-0.0
FA160COAabcp,fatty acyl CoA peroxisomal transport via ABC system,atp[x] + h2o[x] + pmtcoa[c] --> adp[x] + h[x] + pi[x] + pmtcoa[x],0.0,0.0,0.02958198771
FA160tp,fatty acid peroxisomal transport,hdca[c] --> hdca[x],0.0,0.0,-0.0
FA161ACPH,fatty acyl ACP hydrolase,h2o[c] + hdeACP[c] <=> ACP[c] + h[c] + hdcea[c],0.0,0.0,-0.0
FA161ACPtm,fatty acyl ACP mitochondrial transport,hdeACP[m] --> hdeACP[c],0.0,0.0,-0.0
FA161COAabcp,fatty acyl CoA peroxisomal transport via ABC system,atp[x] + h2o[x] + hdcoa[c] --> adp[x] + h[x] + hdcoa[x] + pi[x],0.0,0.0,0.028541995960000004
FA161tp,fatty acid peroxisomal transport,hdcea[c] --> hdcea[x],0.0,0.0,-0.0
FA180ACPH,fatty acyl ACP hydrolase,h2o[c] + ocdcaACP[c] <=> ACP[c] + h[c] + ocdca[c],0.0,0.0,-0.0
FA180ACPtm,fatty acyl ACP mitochondrial transport,ocdcaACP[m] --> ocdcaACP[c],0.0,0.0,-0.0
FA180COAabcp,fatty acyl CoA transport via ABC system,atp[x] + h2o[x] + stcoa[c] --> adp[x] + h[x] + pi[x] + stcoa[x],0.0,0.0,0.02609553916
FA181ACPH,fatty acyl ACP hydrolase,h2o[c] + octeACP[c] <=> ACP[c] + h[c] + ocdcea[c],0.0,0.0,-0.0
FA181ACPtm,fatty acyl ACP mitochondrial transport,octeACP[m] --> octeACP[c],0.0,0.0,-0.0
FA181COAabcp,fatty acyl CoA peroxisomal transport via ABC system,atp[x] + h2o[x] + odecoa[c] --> adp[x] + h[x] + odecoa[x] + pi[x],94.23315876004,93.42246795614001,94.25980143436
FA182ACPH,fatty acyl ACP hydrolase,h2o[c] + ocdcyaACP[c] <=> ACP[c] + h[c] + ocdcya[c],0.0,0.0,-0.0
FA182ACPtm,fatty acyl ACP mitochondrial transport,ocdcyaACP[m] --> ocdcyaACP[c],0.0,0.0,-0.0
FA182COAabcp,fatty acyl CoA peroxisomal transport via ABC system,atp[x] + h2o[x] + ocdycacoa[c] --> adp[x] + h[x] + ocdycacoa[x] + pi[x],0.0,0.0,0.81186121828
FA240tp,fatty acid peroxisomal transport,ttc[c] --> ttc[x],0.0,0.0,-0.0
FA260tp,fatty acid peroxisomal transport,hexc[c] --> hexc[x],0.0,0.0,-0.0
FA80tp,fatty acid peroxisomal transport,octa[c] --> octa[x],0.0,0.0,-0.0
FACOAL100p,fatty acid CoA ligase decanoate peroxisomal,atp[x] + coa[x] + dca[x] <=> amp[x] + dcacoa[x] + ppi[x],0.0,0.0,-0.0
FACOAL120p,fatty acid CoA ligase dodecanoate peroxisomal,atp[x] + coa[x] + ddca[x] <=> amp[x] + ddcacoa[x] + ppi[x],0.0,0.0,-0.0
FACOAL140,fatty acid CoA ligase tetradecanoate ,atp[c] + coa[c] + ttdca[c] <=> amp[c] + ppi[c] + tdcoa[c],0.0,-6.844942294100001,0.45667193528
FACOAL140p,fatty acid CoA ligase tetradecanoate peroxisomal,atp[x] + coa[x] + ttdca[x] <=> amp[x] + ppi[x] + tdcoa[x],0.0,0.0,-0.0
FACOAL141,fatty acid CoA ligase tetradecenoate ,atp[c] + coa[c] + ttdcea[c] --> amp[c] + ppi[c] + tdecoa[c],0.0,0.0,-0.0
FACOAL141p,fatty acid CoA ligase tetradecenoate peroxisomal,atp[x] + coa[x] + ttdcea[x] <=> amp[x] + ppi[x] + tdecoa[x],0.0,0.0,-0.0
FACOAL160,fatty acid CoA ligase hexadecanoate ,atp[c] + coa[c] + hdca[c] --> amp[c] + pmtcoa[c] + ppi[c],0.0,0.0,7.07631569798
FACOAL161,fatty acid CoA ligase hexadecenoate ,atp[c] + coa[c] + hdcea[c] --> amp[c] + hdcoa[c] + ppi[c],0.0,0.0,0.25573628376
FACOAL161p,fatty acid CoA ligase hexadecenoate peroxisomal,atp[x] + coa[x] + hdcea[x] <=> amp[x] + hdcoa[x] + ppi[x],0.0,0.0,-0.0
FACOAL180,fatty acid CoA ligase octadecanoate ,atp[c] + coa[c] + ocdca[c] --> amp[c] + ppi[c] + stcoa[c],0.0,0.0,0.7286086846000001
FACOAL181,fatty acid CoA ligase octadecenoate ,atp[c] + coa[c] + ocdcea[c] --> amp[c] + odecoa[c] + ppi[c],100.0,100.0,100.17455016342
FACOAL182,fatty acid CoA ligase octadecynoate ,atp[c] + coa[c] + ocdcya[c] --> amp[c] + ocdycacoa[c] + ppi[c],0.0,0.0,0.03288037962
FACOAL240p,fatty acid CoA ligase n C240 peroxisomal,atp[x] + coa[x] + ttc[x] <=> amp[x] + ppi[x] + ttccoa[x],0.0,0.0,-0.0
FACOAL260p,fatty acid CoA ligase n C260 peroxisomal,atp[x] + coa[x] + hexc[x] <=> amp[x] + hexccoa[x] + ppi[x],0.0,0.0,-0.0
FACOAL80p,fatty acid CoA ligase octanoate peroxisomal,atp[x] + coa[x] + octa[x] <=> amp[x] + occoa[x] + ppi[x],0.0,0.0,-0.0
FADFMNtm,FADFMN antiport,fad[c] + fmn[m] --> fad[m] + fmn[c],0.0,0.0,-0.0
FALDH,formaldehyde dehydrogenase,fald[c] + gthrd[c] + nad[c] <=> Sfglutth[c] + h[c] + nadh[c],0.0,0.0,-0.0
FAO141p_even,fatty acid oxidation,6.0 coa[x] + 6.0 h2o[x] + 6.0 nad[x] + nadph[x] + 6.0 o2[x] + tdecoa[x] --> 7.0 accoa[x] + 6.0 h2o2[x] + 5.0 h[x] + 6.0 nadh[x] + nadp[x],0.0,0.0,0.03149461649
FAO141p_odd,Fatty acid oxidation,6.0 coa[x] + 6.0 h2o[x] + 6.0 nad[x] + 5.0 o2[x] + tdecoa[x] --> 7.0 accoa[x] + 5.0 h2o2[x] + 6.0 h[x] + 6.0 nadh[x],0.0,0.0,0.03276569967
FAO161p_even,Fatty acid oxidation,7.0 coa[x] + 7.0 h2o[x] + hdcoa[x] + 7.0 nad[x] + nadph[x] + 7.0 o2[x] --> 8.0 accoa[x] + 7.0 h2o2[x] + 6.0 h[x] + 7.0 nadh[x] + nadp[x],0.0,0.0,0.027572645380000003
FAO161p_odd,Fatty acid oxidation,7.0 coa[x] + 7.0 h2o[x] + hdcoa[x] + 7.0 nad[x] + 6.0 o2[x] --> 8.0 accoa[x] + 6.0 h2o2[x] + 7.0 h[x] + 7.0 nadh[x],0.0,0.0,0.028541996200000003
FAO181p_even,Fatty acid oxidation,8.0 coa[x] + 8.0 h2o[x] + 8.0 nad[x] + nadph[x] + 8.0 o2[x] + odecoa[x] --> 9.0 accoa[x] + 8.0 h2o2[x] + 7.0 h[x] + 8.0 nadh[x] + nadp[x],0.0,0.0,0.8118612251899999
FAO181p_odd,Fatty acid oxidation,8.0 coa[x] + 8.0 h2o[x] + 8.0 nad[x] + 7.0 o2[x] + odecoa[x] --> 9.0 accoa[x] + 7.0 h2o2[x] + 8.0 h[x] + 8.0 nadh[x],94.23315876004,93.42246794926,94.25980143461001
FAO182p_eveneven,Fatty acid oxidation,8.0 coa[x] + 8.0 h2o[x] + 8.0 nad[x] + 2.0 nadph[x] + 8.0 o2[x] + ocdycacoa[x] --> 9.0 accoa[x] + 8.0 h2o2[x] + 6.0 h[x] + 8.0 nadh[x] + 2.0 nadp[x],0.0,0.0,0.2706204084
FAO182p_evenodd,Fatty acid oxidation,8.0 coa[x] + 8.0 h2o[x] + 8.0 nad[x] + nadph[x] + 7.0 o2[x] + ocdycacoa[x] --> 9.0 accoa[x] + 7.0 h2o2[x] + 7.0 h[x] + 8.0 nadh[x] + nadp[x],0.0,0.0,0.40593061259
FAO182p_oddodd,Fatty acid oxidation,8.0 coa[x] + 8.0 h2o[x] + 8.0 nad[x] + 6.0 o2[x] + ocdycacoa[x] --> 9.0 accoa[x] + 6.0 h2o2[x] + 8.0 h[x] + 8.0 nadh[x],0.0,0.0,0.8118612251899999
FAO240p,fatty acid oxidation tetradecansoyl CoA peroxisomal,3.0 coa[x] + 3.0 h2o[x] + 3.0 nad[x] + 3.0 o2[x] + ttccoa[x] --> 3.0 accoa[x] + 3.0 h2o2[x] + 3.0 h[x] + 3.0 nadh[x] + stcoa[x],0.0,0.0,-0.0
FAO80p,fatty acid oxidation octanoyl CoA peroxisomal,3.0 coa[x] + 3.0 h2o[x] + 3.0 nad[x] + 3.0 o2[x] + occoa[x] --> 4.0 accoa[x] + 3.0 h2o2[x] + 3.0 h[x] + 3.0 nadh[x],0.0,0.0,0.03414369639
FAS100,fatty acid synthase n C100 ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + octa[c] --> co2[c] + coa[c] + dca[c] + h2o[c] + 2.0 nadp[c],0.0,0.0,0.45667193917
FAS100ACPm,fatty acyl ACP synthase n C100ACP mitochondrial,3.0 h[m] + malACP[m] + 2.0 nadph[m] + ocACP[m] --> ACP[m] + co2[m] + dcaACP[m] + h2o[m] + 2.0 nadp[m],0.0,0.0,-0.0
PGI,glucose 6 phosphate isomerase,g6p[c] <=> f6p[c],-256.517,-257.12589591889,-256.517
FAS120,fatty acid synthase n C120 ,dca[c] + 3.0 h[c] + malcoa[c] + 2.0 nadph[c] --> co2[c] + coa[c] + ddca[c] + h2o[c] + 2.0 nadp[c],0.0,0.0,0.45667193917
FAS120ACPm,fatty acyl ACP synthase n C120ACP mitochondrial,dcaACP[m] + 3.0 h[m] + malACP[m] + 2.0 nadph[m] --> ACP[m] + co2[m] + ddcaACP[m] + h2o[m] + 2.0 nadp[m],0.0,0.0,-0.0
PGK,phosphoglycerate kinase,3pg[c] + atp[c] <=> 13dpg[c] + adp[c],191.31174449225998,191.29027052588,191.49323583044003
FAS140,fatty acid synthase n C140 ,ddca[c] + 3.0 h[c] + malcoa[c] + 2.0 nadph[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + ttdca[c],0.0,0.0,0.45667193524999994
FAS140ACPm,fatty acyl ACP synthase n C140ACP mitochondrial,ddcaACP[m] + 3.0 h[m] + malACP[m] + 2.0 nadph[m] --> ACP[m] + co2[m] + h2o[m] + myrsACP[m] + 2.0 nadp[m],0.0,0.0,-0.0
PGM,phosphoglycerate mutase,2pg[c] <=> 3pg[c],321.92660724589996,321.59457081710997,323.01532795983
FAS141ACPm,fatty acyl ACP synthase n C141ACP mitochondrial,ddcaACP[m] + 4.0 h[m] + malACP[m] + 3.0 nadph[m] + o2[m] --> ACP[m] + co2[m] + 3.0 h2o[m] + 3.0 nadp[m] + tdeACP[m],0.0,0.0,-0.0
FAS160,fatty acid synthase n C160 ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + ttdca[c] --> co2[c] + coa[c] + h2o[c] + hdca[c] + 2.0 nadp[c],0.0,0.0,6.84494229427
FAS160ACPm,fatty acyl ACP synthase n C160ACP mitochondrial,3.0 h[m] + malACP[m] + myrsACP[m] + 2.0 nadph[m] --> ACP[m] + co2[m] + h2o[m] + 2.0 nadp[m] + palmACP[m],0.0,0.0,-0.0
PYK,pyruvate kinase,adp[c] + h[c] + pep[c] --> atp[c] + pyr[c],0.0,0.0,0.91334387747
FAS161ACPm,fatty acyl ACP synthase n C161ACP mitochondrial,4.0 h[m] + malACP[m] + myrsACP[m] + 3.0 nadph[m] + o2[m] --> ACP[m] + co2[m] + 3.0 h2o[m] + hdeACP[m] + 3.0 nadp[m],0.0,0.0,-0.0
FAS180,fatty acid synthase n C180 ,3.0 h[c] + hdca[c] + malcoa[c] + 2.0 nadph[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + ocdca[c],0.0,0.0,0.72273718849
FAS180ACPm,fatty acyl ACP synthase n C180ACP mitochondrial,3.0 h[m] + malACP[m] + 2.0 nadph[m] + palmACP[m] --> ACP[m] + co2[m] + h2o[m] + 2.0 nadp[m] + ocdcaACP[m],0.0,0.0,-0.0
TPI,triose phosphate isomerase,dhap[c] <=> g3p[c],-136.48652456611,-136.67914300694,-136.47617770084
FAS181ACPm,fatty acyl ACP synthase n C181ACP mitochondrial,4.0 h[m] + malACP[m] + 3.0 nadph[m] + o2[m] + palmACP[m] --> ACP[m] + co2[m] + 3.0 h2o[m] + 3.0 nadp[m] + octeACP[m],0.0,0.0,-0.0
FAS182ACPm,fatty acyl ACP synthase n C182ACP mitochondrial,5.0 h[m] + malACP[m] + 4.0 nadph[m] + 2.0 o2[m] + palmACP[m] --> ACP[m] + co2[m] + 5.0 h2o[m] + 4.0 nadp[m] + ocdcyaACP[m],0.0,0.0,-0.0
FAS240_L,fatty acid synthase n C240 lumped reaction,9.0 h[c] + 3.0 malcoa[c] + 6.0 nadph[c] + ocdca[c] --> 3.0 co2[c] + 3.0 coa[c] + 3.0 h2o[c] + 6.0 nadp[c] + ttc[c],0.0,0.0,-0.0
FAS260,fatty acid synthase n C260 ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + ttc[c] --> co2[c] + coa[c] + h2o[c] + hexc[c] + 2.0 nadp[c],0.0,0.0,-0.0
FAS80ACPm_L,fatty acyl ACP synthase n C80ACP mitochondrial lumped reaction,acACP[m] + 9.0 h[m] + 3.0 malACP[m] + 6.0 nadph[m] --> 3.0 ACP[m] + 3.0 co2[m] + 3.0 h2o[m] + 6.0 nadp[m] + ocACP[m],0.0,0.0,-0.0
DOLPMMer,Dolichyl phosphate mannose protein mannosyltransferase endoplasmic reticular,dolmanp[r] --> dolp[r] + h[r] + mannan[r],5.42296671934,5.4218660963200005,5.42296671935
FAS80_L,fatty acid synthase n C80 lumped reaction,accoa[c] + 8.0 h[c] + 3.0 malcoa[c] + 6.0 nadph[c] --> 3.0 co2[c] + 4.0 coa[c] + 2.0 h2o[c] + 6.0 nadp[c] + octa[c],0.0,0.0,0.45667193873
DOLPMTcer,Dolichyl phosphate D mannosyltransferase,dolp[c] + gdpmann[c] --> dolmanp[r] + gdp[c],5.42296671934,5.4218660963200005,5.42296671935
FBA2,D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase,f1p[c] <=> dhap[c] + glyald[c],0.0,0.0,-0.0
FBA3,Sedoheptulose 1 7 bisphosphate D glyceraldehyde 3 phosphate lyase,s17bp[c] <=> dhap[c] + e4p[c],0.0,0.0,0.91334387747
FBP,fructose bisphosphatase,fdp[c] + h2o[c] --> f6p[c] + pi[c],129.78457236656,129.77558570199,130.68892957946
FBP26,Fructose 2 6 bisphosphate 2 phosphatase,f26bp[c] + h2o[c] --> f6p[c] + pi[c],0.0,0.0,0.91334387747
FCLTm,Ferrochelatase mitochondrial,fe2[m] + ppp9[m] --> 2.0 h[m] + pheme[m],0.0,0.0,-0.0
FDH,formate dehydrogenase,for[c] + nad[c] --> co2[c] + nadh[c],0.0,0.0,1.21779183662
FDNG,formate dehydrogenase cytosolicmitochondrial,for[c] + h[c] + q6[m] --> co2[c] + q6h2[m],0.0,0.0,1.21779183662
