reaction_id,reaction_name,full_reaction,flux
NNDPRm,nicotinate nucleotide diphosphorylase carboxylating mitochondrial,2.0 h[m] + prpp[m] + quln[m] --> co2[m] + nicrnt[m] + ppi[m],0.0
NTD1,5 nucleotidase dUMP ,dump[c] + h2o[c] --> duri[c] + pi[c],0.0
NTD10,5 nucleotidase XMP ,h2o[c] + xmp[c] --> pi[c] + xtsn[c],0.0
NTD11,5 nucleotidase IMP ,h2o[c] + imp[c] --> ins[c] + pi[c],0.0
NTD2,5 nucleotidase UMP ,h2o[c] + ump[c] --> pi[c] + uri[c],0.0
NTD3,5 nucleotidase dCMP ,dcmp[c] + h2o[c] --> dcyt[c] + pi[c],0.0
NTD4,5 nucleotidase CMP ,cmp[c] + h2o[c] --> cytd[c] + pi[c],0.0
NTD5,5 nucleotidase dTMP ,dtmp[c] + h2o[c] --> pi[c] + thymd[c],0.0
ALDD20y,aldehyde dehydrogenase indole 3 acetaldehyde NADP ,h2o[c] + id3acald[c] + nadp[c] --> 2.0 h[c] + ind3ac[c] + nadph[c],0.0
NTD6,5 nucleotidase dAMP ,damp[c] + h2o[c] --> dad_2[c] + pi[c],0.0
NTD7,5 nucleotidase AMP ,amp[c] + h2o[c] --> adn[c] + pi[c],0.0
NADDPp,NAD diphosphatase peroxisomal,h2o[x] + nad[x] --> amp[x] + 2.0 h[x] + nmn[x],0.0
NTD8,5 nucleotidase dGMP ,dgmp[c] + h2o[c] --> dgsn[c] + pi[c],0.0
NTD9,5 nucleotidase GMP ,gmp[c] + h2o[c] --> gsn[c] + pi[c],0.0
NTP3,nucleoside triphosphatase GTP ,gtp[c] + h2o[c] --> gdp[c] + h[c] + pi[c],0.0
NTP4,nucleoside triphosphatase dGTP ,dgtp[c] + h2o[c] --> dgdp[c] + h[c] + pi[c],0.0
NTRLASE,nitrilase,2.0 h2o[c] + ind3acnl[c] --> ind3ac[c] + nh4[c],0.0
NTRLASE2,nitrilase,aprop[c] + 2.0 h2o[c] --> ala_L[c] + nh4[c],0.0
NTRLASE3,nitrilase,acybut[c] + 2.0 h2o[c] --> glu_L[c] + nh4[c],0.0
ALAt2r,L alanine reversible transport via proton symport,ala_L[e] + h[e] <=> ala_L[c] + h[c],0.0
ALATRS,Alanyl tRNA synthetase,ala_L[c] + atp[c] + trnaala[c] --> alatrna[c] + amp[c] + ppi[c],0.0
ALATA_Lm,L alanine transaminase mitochondrial,akg[m] + ala_L[m] <=> glu_L[m] + pyr[m],0.0
ALASm,5 aminolevulinate synthase,gly[m] + h[m] + succoa[m] --> 5aop[m] + co2[m] + coa[m],0.0
AKP1,alkaline phosphatase Dihydroneopterin ,ahdt[c] + 3.0 h2o[c] --> dhnpt[c] + 2.0 h[c] + 3.0 pi[c],0.0
NNATm,nicotinate nucleotide adenylyltransferase mitochondrial,atp[m] + h[m] + nicrnt[m] --> dnad[m] + ppi[m],0.0
NNAT,nicotinate nucleotide adenylyltransferase,atp[c] + h[c] + nicrnt[c] --> dnad[c] + ppi[c],0.0
OCDCEAt,Octadecenoate n C181 transport in via uniport,ocdcea[e] --> ocdcea[c],0.0
NNAMrm,nicotinamidase reversible mitochondrial,h2o[m] + ncam[m] <=> nac[m] + nh4[m],0.0
NAPRT,NAPRTase,h[c] + nac[c] + prpp[c] --> nicrnt[c] + ppi[c],0.0
NAPRTm,NAPRTase mitochondrial,h[m] + nac[m] + prpp[m] --> nicrnt[m] + ppi[m],0.0
NAt3_1,sodium proton antiporter HNA is 11 ,h[e] + na1[c] <=> h[c] + na1[e],0.0
NDP3,nucleoside diphosphatase GDP ,gdp[c] + h2o[c] --> gmp[c] + h[c] + pi[c],0.0
NDP3g,nucleoside diphosphatase GDP Golgi,gdp[g] + h2o[g] --> gmp[g] + h[g] + pi[g],0.0
NDP4,nucleoside diphosphatase dGDP ,dgdp[c] + h2o[c] --> dgmp[c] + h[c] + pi[c],0.0
ALDD20xm,aldehyde dehydrogenase indole 3 acetaldehyde NAD mitochondrial,h2o[m] + id3acald[m] + nad[m] --> 2.0 h[m] + ind3ac[m] + nadh[m],0.0
ALDD19x,aldehyde dehydrogenase phenylacetaldehyde NAD ,h2o[c] + nad[c] + pacald[c] --> 2.0 h[c] + nadh[c] + pac[c],0.0
NDPK4,nucleoside diphosphate kinase ATPdTDP ,atp[c] + dtdp[c] --> adp[c] + dttp[c],0.0
NDPK5,nucleoside diphosphate kinase ATPdGDP ,atp[c] + dgdp[c] --> adp[c] + dgtp[c],0.0
NDPK6,nucleoside diphosphate kinase ATPdUDP ,atp[c] + dudp[c] --> adp[c] + dutp[c],0.0
NDPK7,nucleoside diphosphate kinase ATPdCDP ,atp[c] + dcdp[c] --> adp[c] + dctp[c],0.0
NADNm,NAD nucleosidase mitochondrial,h2o[m] + nad[m] --> adprib[m] + h[m] + ncam[m],0.0
NDPK8,nucleoside diphosphate kinase ATPdADP ,atp[c] + dadp[c] --> adp[c] + datp[c],0.0
NDPK9,nucleoside diphosphate kinase ATPIDP ,atp[c] + idp[c] --> adp[c] + itp[c],0.0
NADN,NAD nucleosidase,h2o[c] + nad[c] --> adprib[c] + h[c] + ncam[c],0.0
ALCD19y,alcohol dehydrogenase glycerol NADP ,glyald[c] + h[c] + nadph[c] --> glyc[c] + nadp[c],0.0
NH4tp,ammonia peroxisomal transport,nh4[c] <=> nh4[x],0.0
NMNAT,nicotinamide nucleotide adenylyltransferase,atp[c] + h[c] + nmn[c] --> nad[c] + ppi[c],0.0
NMNATm,nicotinamide nucleotide adenylyltransferase mitochondrial,atp[m] + h[m] + nmn[m] --> nad[m] + ppi[m],0.0
NADKm,NAD kinase mitochondrial,atp[m] + nad[m] --> adp[m] + h[m] + nadp[m],0.0
NMNTP,nmntp,h[e] + nmn[e] --> h[c] + nmn[c],0.0
NMNt2m,NMN mitochondrial transport via proton symport,h[c] + nmn[c] <=> h[m] + nmn[m],0.0
NMNt2p,NMN peroxisomal transport via proton symport,h[c] + nmn[c] <=> h[x] + nmn[x],0.0
NNAMr,nicotinamidase reversible,h2o[c] + ncam[c] <=> nac[c] + nh4[c],0.0
OCDCAt,Octadecanoate n C180 transport in via uniport,ocdca[e] --> ocdca[c],0.0
OCDCYAt,Octadecynoate n C182 transport in via uniport,ocdcya[e] --> ocdcya[c],0.0
GLCt1,glucose transport uniport ,glc_D[e] --> glc_D[c],0.0
MMETt2,S methylmethionine permease,h[e] + mmet[e] --> h[c] + mmet[c],0.0
MIP2CS326_SC,mannose inositol P 2 ceramide synthase ceramide 3 26C yeast specific,0.01 mipc326_SC[c] + 0.01 ptd1ino_SC[c] <=> 0.01 12dgr_SC[c] + 0.01 mip2c326_SC[c],0.0
PAPtm,Adenosine 3 5 bisphosphate mitochondrial transport,pap[c] <=> pap[m],0.0
PAtm_SC,phosphatidate reversible transport mitochondrial yeast specific,pa_SC[c] <=> pa_SC[m],0.0
AHSERL,O acetylhomoserine thiol lyase,achms[c] + ch4s[c] --> ac[c] + h[c] + met_L[c],0.0
PCLAD,picolinic acid decarboxylase,cmusa[c] + h[c] --> am6sa[c] + co2[c],0.0
PDE1,3 5 cyclic nucleotide phosphodiesterase,camp[c] + h2o[c] --> amp[c] + h[c],0.0
PDE2,3 5 cyclic nucleotide phosphodiesterase,35cdamp[c] + h2o[c] --> damp[c] + h[c],0.0
PDE3,3 5 cyclic nucleotide phosphodiesterase,35cimp[c] + h2o[c] --> h[c] + imp[c],0.0
PDE4,3 5 cyclic nucleotide phosphodiesterase,35cgmp[c] + h2o[c] --> gmp[c] + h[c],0.0
PDE5,3 5 cyclic nucleotide phosphodiesterase,35ccmp[c] + h2o[c] --> cmp[c] + h[c],0.0
PDX5PO,pyridoxine 5 phosphate oxidase,o2[c] + pdx5p[c] <=> h2o2[c] + pydx5p[c],0.0
PETHCT,phosphoethanolamine cytidyltransferase,ctp[c] + ethamp[c] + h[c] --> cdpea[c] + ppi[c],0.0
MIP2CS324_SC,mannose inositol P 2 ceramide synthase ceramide 3 24C yeast specific,0.01 mipc324_SC[c] + 0.01 ptd1ino_SC[c] <=> 0.01 12dgr_SC[c] + 0.01 mip2c324_SC[c],0.0
PEtg_SC,phosphatidylethanolamine Golgi transport yeast specific,pe_SC[c] <=> pe_SC[g],0.0
NADS1m,NAD synthase nh3 mitochondrial,atp[m] + dnad[m] + nh4[m] --> amp[m] + h[m] + nad[m] + ppi[m],0.0
PEtv_SC,phosphatidylethanolamine vacuolar transport yeast specific,pe_SC[c] <=> pe_SC[v],0.0
MIP2CS226_SC,mannose inositol P 2 ceramide synthase ceramide 2 24C yeast specific,0.01 mipc226_SC[c] + 0.01 ptd1ino_SC[c] <=> 0.01 12dgr_SC[c] + 0.01 mip2c226_SC[c],0.0
MIP2CS126_SC,mannose inositol P 2 ceramide synthase ceramide 1 26C yeast specific,0.01 mipc126_SC[c] + 0.01 ptd1ino_SC[c] <=> 0.01 12dgr_SC[c] + 0.01 mip2c126_SC[c],0.0
PFK26,6 phosphofructo 2 kinase,atp[c] + f6p[c] --> adp[c] + f26bp[c] + h[c],0.0
PFK_2,Phosphofructokinase,atp[c] + tag6p_D[c] --> adp[c] + h[c] + tagdp_D[c],0.0
PFK_3,phosphofructokinase s7p ,atp[c] + s7p[c] --> adp[c] + h[c] + s17bp[c],0.0
MIP2CS124_SC,mannose inositol P 2 ceramide synthase ceramide 1 24C yeast specific,0.01 mipc124_SC[c] + 0.01 ptd1ino_SC[c] <=> 0.01 12dgr_SC[c] + 0.01 mip2c124_SC[c],0.0
PGAMT,phosphoglucosamine mutase,gam1p[c] <=> gam6p[c],0.0
ATPS,ATPase cytosolic,atp[c] + h2o[c] --> adp[c] + h[e] + pi[c],0.0
AHMMPS,4 amino 5 hydroxymethyl 2 methylpyrimidine synthetase,air[c] + 2.0 h[c] --> 4ahmmp[c] + gcald[c] + pi[c],0.0
ALDD2xm,aldehyde dehydrogenase acetylaldehyde NAD mitochondrial,acald[m] + h2o[m] + nad[m] --> ac[m] + 2.0 h[m] + nadh[m],0.0
MOHMT,3 methyl 2 oxobutanoate hydroxymethyltransferase,3mob[c] + h2o[c] + mlthf[c] --> 2dhp[c] + thf[c],0.0
OCTDP_5tm,all trans Octaprenyl diphosphate,octdp_5[c] <=> octdp_5[m],0.0
PANTtm,pantothenate mitochondrial transport,pant_R[c] <=> pant_R[m],0.0
OHPBAT,O Phospho 4 hydroxy L threonine2 oxoglutarate aminotransferase,glu_L[c] + ohpb[c] <=> akg[c] + phthr[c],0.0
OHPHM6n,2 octaprenyl 6 hydroxyphenol methylase nuclear,2ohph_5[n] + amet[n] --> 2omph_5[n] + ahcys[n] + h[n],0.0
OMBZLM6m,2 Octaprenyl 6 methoxy benzoquinol methylase mitochodnrial,2ombzl_5[m] + amet[m] --> 2ommbl_5[m] + ahcys[m] + h[m],0.0
AKGt2r,2 oxoglutarate reversible transport via symport,akg[e] + h[e] --> akg[c] + h[c],0.0
OMCDCm,2 oxo 4 methyl 3 carboxypentanoate decarboxylation,3c4mop[m] + h[m] --> 4mop[m] + co2[m],0.0
OMMBLHX6m,2 Octaprenyl 3 methyl 6 methoxy 1 4 benzoquinol hydroxylase mitochodnrial,2ommbl_5[m] + 0.5 o2[m] --> 2omhmbl_5[m],0.0
AKGt2n,2 oxoglutarate nuclear transport via proton symport,akg[c] + h[c] <=> akg[n] + h[n],0.0
NABTNO,N4 AcetylaminobutanalNAD oxidoreductase,h2o[c] + n4abutn[c] + nad[c] --> 4aabutn[c] + 2.0 h[c] + nadh[c],0.0
OMPHHX6m,2 octaprenyl 6 methoxyphenol hydroxylase mitochondrial,2omph_5[m] + 0.5 o2[m] --> 2ombzl_5[m],0.0
OPHBDC6,Octaprenyl hydroxybenzoate decarboxylase,3ophb_5[c] + h[c] --> 2oph_5[c] + co2[c],0.0
OPHHX6,2 Octaprenylphenol hydroxylase,2oph_5[c] + 0.5 o2[c] --> 2ohph_5[c],0.0
ORNDC,Ornithine Decarboxylase,h[c] + orn[c] --> co2[c] + ptrc[c],0.0
ORNTA,ornithine transaminase,akg[c] + orn[c] --> glu5sa[c] + glu_L[c],0.0
AKGMAL,alpha ketoglutaratemalate transporter,akg[e] + mal_L[c] --> akg[c] + mal_L[e],0.0
ORNt2r,orntithine reversible transport in via proton symport,h[e] + orn[e] <=> h[c] + orn[c],0.0
AKGDbm,oxoglutarate dehydrogenase dihydrolipoamide S succinyltransferase ,coa[m] + sdhlam[m] --> dhlam[m] + succoa[m],0.0
AKGDam,oxoglutarate dehydrogenase lipoamide ,akg[m] + h[m] + lpam[m] <=> co2[m] + sdhlam[m],0.0
ALDD20ym,aldehyde dehydrogenase indole 3 acetaldehyde NADP mitochondrial,h2o[m] + id3acald[m] + nadp[m] --> 2.0 h[m] + ind3ac[m] + nadph[m],0.0
OXO2Ctm,2 oxodicarboylate transporter mitochondrial,akg[m] + oxag[c] <=> akg[c] + oxag[m],0.0
P5CDm,1 pyrroline 5 carboxylate dehydrogenase mitochondrial,1pyr5c[m] + 2.0 h2o[m] + nad[m] --> glu_L[m] + h[m] + nadh[m],0.0
QULNtm,Quinolinate reversible mitochondrial transport,quln[c] <=> quln[m],0.0
PAK_SC,phosphatidate kinase yeast specific,atp[c] + 0.01 pa_SC[c] --> adp[c] + 0.01 dagpy_SC[c],0.0
PAN4Ptm,panthetheine 4 phosphate reversible mitochondrial transport,pan4p[c] <=> pan4p[m],0.0
PANTS,pantothenate synthase,ala_B[c] + atp[c] + pant_R[c] --> amp[c] + h[c] + pnto_R[c] + ppi[c],0.0
MEVK4,mevalonate kinase utp ,mev_R[c] + utp[c] --> 5pmev[c] + h[c] + udp[c],0.0
PYRt2p,pyruvate peroxisomal transport via proton symport,h[c] + pyr[c] <=> h[x] + pyr[x],0.0
RNDR4n,ribonucleoside diphosphate reductase UDP nuclear,trdrd[n] + udp[n] --> dudp[n] + h2o[n] + trdox[n],0.0
RBFK,riboflavin kinase,atp[c] + ribflv[c] --> adp[c] + fmn[c] + h[c],0.0
FAO100p,fatty acid oxidation decanoyl CoA peroxisomal YL,4.0 coa[x] + dcacoa[x] + 4.0 h2o[x] + 4.0 nad[x] + 4.0 o2[x] --> 5.0 accoa[x] + 4.0 h2o2[x] + 4.0 h[x] + 4.0 nadh[x],0.0
FA40tp,fatty acid peroxisomal transport YL,buca[c] --> buca[x],0.0
BUCAt,butanoate n C40 transport in via uniport YL,buca[e] --> buca[c],0.0
HCAt,Hexanoate n C60 transport in via uniport YL,hdca[e] --> hdca[c],0.0
FA60tp,fatty acid peroxisomal transport YL,hca[c] --> hca[x],0.0
FAO60p,fatty acid oxidation hexanoyl CoA peroxisomal YL,2.0 coa[x] + 2.0 h2o[x] + hcacoa[x] + 2.0 nad[x] + 2.0 o2[x] --> 3.0 accoa[x] + 2.0 h2o2[x] + 2.0 h[x] + 2.0 nadh[x],0.0
FAO120p,fatty acid oxidation dodecanoyl CoA peroxisomal YL,5.0 coa[x] + ddcacoa[x] + 5.0 h2o[x] + 5.0 nad[x] + 5.0 o2[x] --> 6.0 accoa[x] + 5.0 h2o2[x] + 5.0 h[x] + 5.0 nadh[x],0.0
DDCFAO,dodecanol oxidase,ddecanol[c] + o2[c] --> ddecanal[c] + h2o2[c],0.0
DECDHG,decanaldehyde dehydrogenase,decanal[c] + h2o[c] + nad[c] --> dca[c] + h[c] + nadh[c],0.0
DDCH,dodecane hydroxylase,dodec[c] + h[c] + nadph[c] + o2[c] <=> ddecanol[c] + h2o[c] + nadp[c],0.0
DDCDHG,dodecanaldehyde dehydrogenase,ddecanal[c] + h2o[c] + nad[c] --> ddca[c] + h[c] + nadh[c],0.0
HDCFAO,hexadecanol oxidase,hedecanol[c] + o2[c] <=> h2o2[c] + hxdcal[c],0.0
HDCH,hexadecane hydroxylase,h[c] + hedecane[c] + nadph[c] + o2[c] <=> h2o[c] + hedecanol[c] + nadp[c],0.0
HDCDHG,hexadecanaldehyde dehydrogenase,h2o[c] + hxdcal[c] + nad[c] --> h[c] + hdca[c] + nadh[c],0.0
DECFAO,decanol oxidase,decanol[c] + o2[c] <=> decanal[c] + h2o2[c],0.0
coatp,CoA transport peroxisome YL,coa[c] <=> coa[x],0.0
O2tp,oxygen transport peroxisome,o2[c] <=> o2[x],0.0
exlip,extracelular lipases TAG,triglyc_SC[e] --> 0.02 dca[e] + 0.06 ddca[e] + 0.03 glyc[e] + 0.27 hdca[e] + 0.17 hdcea[e] + 0.05 ocdca[e] + 0.24 ocdcea[e] + 0.09 ocdcya[e] + 0.1 ttdca[e],0.0
dca_t,decanoate transport in via uniport,dca[e] --> dca[c],0.0
GLCS2,glycogen synthase UDPGlc ,udpg[c] --> glycogen[c] + h[c] + udp[c],0.0
TRIGSY_GLC_nlim,triglycerol yarrowia glucose synthesis nlim YL,0.01 12dgr_SC[c] + 0.0345 hdcoa[c] + 0.638 ocdycacoa[c] + 0.383 odecoa[c] + 0.14209 pmtcoa[c] + 0.173 stcoa[c] --> coa[c] + 0.01 triglyc_SC[c],0.0
3HAO,3 hydroxyanthranilate 3 4 dioxygenase,3hanthrn[c] + o2[c] --> cmusa[c] + h[c],0.0
ACACTDC10p,"acetyl-CoA C-acetyltransferase (decanedioyl-CoA), peroxisomal",coa[x] + oxo-C10DC-coa[x] --> C8DC-coa[x] + accoa[x],0.0
ACACTDC12p,"acetyl-CoA C-acetyltransferase (dodecanedioyl-CoA), peroxisomal",coa[x] + oxo-C12DC-coa[x] --> C10DC-coa[x] + accoa[x],0.0
ACACTDC14p,"acetyl-CoA C-acetyltransferase (tetradecanedioyl-CoA), peroxisomal",coa[x] + oxo-C14DC-coa[x] --> C12DC-coa[x] + accoa[x],0.0
ACACTDC16p,"acetyl-CoA C-acetyltransferase (hexadecanedioyl-CoA), peroxisomal",coa[x] + oxo-C16DC-coa[x] --> C14DC-coa[x] + accoa[x],0.0
ACACTDC6p,"acetyl-CoA C-acetyltransferase (adipoyl-CoA), peroxisomal",coa[x] + oxo-C6DC-coa[x] --> accoa[x] + succoa[x],0.0
ACACTDC8p,"acetyl-CoA C-acetyltransferase (octanedioyl-CoA), peroxisomal",coa[x] + oxo-C8DC-coa[x] --> C6DC-coa[x] + accoa[x],0.0
ACOAODC10p,"acyl-CoA oxidase (decanedioyl-CoA), peroxisomal",C10DC-coa[x] + o2[x] --> 2-ene-C10DC-coa[x] + h2o2[x],0.0
ACOAODC12p,"acyl-CoA oxidase (dodecanedioyl-CoA), peroxisomal",C12DC-coa[x] + o2[x] --> 2-ene-C12DC-coa[x] + h2o2[x],0.0
ACOAODC14p,"acyl-CoA oxidase (tetradecanedioyl-CoA), peroxisomal",C14DC-coa[x] + o2[x] --> 2-ene-C14DC-coa[x] + h2o2[x],0.0
ACOAODC16p,"acyl-CoA oxidase (hexadecanedioyl-CoA), peroxisomal",C16DC-coa[x] + o2[x] --> 2-ene-C16DC-coa[x] + h2o2[x],0.0
DECH,decane hydroxylase,decane[c] + h[c] + nadph[c] + o2[c] <=> decanol[c] + h2o[c] + nadp[c],0.0
SBTD_D2,D sorbitol dehydrogenase D fructose producing ,nad[c] + sbt_D[c] --> fru[c] + h[c] + nadh[c],0.0
XYLR,xylose reductase,h[c] + nadph[c] + xyl_D[c] --> nadp[c] + xylt[c],0.0
ACAT_lanost,ACAT lanost,0.38 hdcoa[c] + lanost[c] + 0.33 odecoa[c] + 0.21 pmtcoa[c] + 0.07 stcoa[c] + 0.01 tdcoa[c] --> 0.01 SElanost_SC[c] + coa[c],0.0
PLB_lpc,PLB lpc,h2o[c] + 0.01 lpc_SC[c] --> 0.01 gpc_SC[c] + h[c] + 0.0374 hdcoa[c] + 0.638 ocdycacoa[c] + 0.249 odecoa[c] + 0.0768 pmtcoa[c] + 0.0105 stcoa[c],0.0
PHOSPTD,PHOSPTD,0.01 1ag3p_SC[c] + h2o[c] --> 0.01 mag_SC[c] + pi[c],0.0
MGL,MGL,h2o[c] + 0.01 mag_SC[c] --> 0.02 dca[c] + 0.06 ddca[c] + glyc[c] + h[c] + 0.27 hdca[c] + 0.17 hdcea[c] + 0.05 ocdca[c] + 0.24 ocdcea[c] + 0.09 ocdcya[c] + 0.1 ttdca[c],0.0
DGRK_SC,DGRK SC,0.01 12dgr_SC[c] + atp[c] --> adp[c] + h[c] + 0.01 pa_SC[c],0.0
DGL,DGL,0.01 12dgr_SC[c] + h2o[c] --> 0.02 dca[c] + 0.06 ddca[c] + h[c] + 0.27 hdca[c] + 0.17 hdcea[c] + 0.01 mag_SC[c] + 0.05 ocdca[c] + 0.24 ocdcea[c] + 0.09 ocdcya[c] + 0.1 ttdca[c],0.0
ACAT_zymst,ACAT zymst,0.5 hdcoa[c] + 0.42 odecoa[c] + 0.04 pmtcoa[c] + 0.03 stcoa[c] + 0.01 tdcoa[c] + zymst[c] --> 0.01 SEzymst_SC[c] + coa[c],0.0
ACAT_fecost,ACAT fecost,fecost[c] + 0.63 hdcoa[c] + 0.22 odecoa[c] + 0.09 pmtcoa[c] + 0.04 stcoa[c] + 0.02 tdcoa[c] --> 0.01 SEfecost_SC[c] + coa[c],0.0
trehalose_c_tp,trehalose c tp, --> tre_c[e],0.0
ACAT_ergst,ACAT ergst,ergst[c] + 0.005 hdcoa[c] + 0.43 odecoa[c] + 0.54 pmtcoa[c] + 0.02 stcoa[c] + 0.005 tdcoa[c] --> 0.01 SEergst_SC[c] + coa[c],0.0
ACAT_epist,ACAT epist,epist[c] + 0.63 hdcoa[c] + 0.22 odecoa[c] + 0.09 pmtcoa[c] + 0.04 stcoa[c] + 0.02 tdcoa[c] --> 0.01 SEepist_SC[c] + coa[c],0.0
ZYMSTt,zymosterol reversible transport,zymst[e] <=> zymst[c],0.0
YUMPS,yUMP synthetase,r5p[c] + ura[c] <=> h2o[c] + psd5p[c],0.0
XYLt,D xylose reversible transport,xyl_D[e] <=> xyl_D[c],0.0
XYLTt,Xylitol transport via passive diffusion,xylt[e] <=> xylt[c],0.0
PLB_lpe,PLB lpe,h2o[c] + 0.01 lpe_SC[c] --> 0.01 gpe_SC[c] + h[c] + 0.0374 hdcoa[c] + 0.638 ocdycacoa[c] + 0.249 odecoa[c] + 0.0768 pmtcoa[c] + 0.0105 stcoa[c],0.0
PLB_pc,PLB pc,h2o[c] + 0.01 pc_SC[c] --> h[c] + 0.0374 hdcoa[c] + 0.01 lpc_SC[c] + 0.638 ocdycacoa[c] + 0.249 odecoa[c] + 0.0768 pmtcoa[c] + 0.0105 stcoa[c],0.0
PLB_pe,PLB pe,h2o[c] + 0.01 pe_SC[c] --> h[c] + 0.0374 hdcoa[c] + 0.01 lpe_SC[c] + 0.638 ocdycacoa[c] + 0.249 odecoa[c] + 0.0768 pmtcoa[c] + 0.0105 stcoa[c],0.0
PLB_ps,PLB ps,h2o[c] + 0.01 ps_SC[c] --> h[c] + 0.0374 hdcoa[c] + 0.01 lps_SC[c] + 0.638 ocdycacoa[c] + 0.249 odecoa[c] + 0.0768 pmtcoa[c] + 0.0105 stcoa[c],0.0
PL_gpc,PL gpc,0.01 gpc_SC[c] + h2o[c] --> chol[c] + glyc3p[c] + h[c],0.0
PL_gpe,PL gpe,0.01 gpe_SC[c] + h2o[c] --> etha[c] + glyc3p[c] + h[c],0.0
SEH_epist,SEH epist,0.01 SEepist_SC[c] + h2o[c] --> epist[c] + 0.09 hdca[c] + 0.63 hdcea[c] + 0.04 ocdca[c] + 0.22 ocdcea[c] + 0.02 ttdca[c],0.0
SEH_ergst,SEH ergst,0.01 SEergst_SC[c] + h2o[c] --> ergst[c] + 0.54 hdca[c] + 0.005 hdcea[c] + 0.02 ocdca[c] + 0.43 ocdcea[c] + 0.005 ttdca[c],0.0
SEH_fecost,SEH fecost,0.01 SEfecost_SC[c] + h2o[c] --> fecost[c] + 0.09 hdca[c] + 0.63 hdcea[c] + 0.04 ocdca[c] + 0.22 ocdcea[c] + 0.02 ttdca[c],0.0
SEH_lanost,SEH lanost,0.01 SElanost_SC[c] + h2o[c] --> h[c] + 0.21 hdca[c] + 0.38 hdcea[c] + lanost[c] + 0.07 ocdca[c] + 0.33 ocdcea[c] + 0.01 ttdca[c],0.0
SEH_zymst,SEH zymst,0.01 SEzymst_SC[c] + h2o[c] --> 0.04 hdca[c] + 0.5 hdcea[c] + 0.03 ocdca[c] + 0.42 ocdcea[c] + 0.01 ttdca[c] + zymst[c],0.0
SEp_form,SEp form,0.1735 SEepist_SC[c] + 0.4082 SEergst_SC[c] + 0.1327 SEfecost_SC[c] + 0.0203 SElanost_SC[c] + 0.2653 SEzymst_SC[c] <=> SEparticle_SC[c],0.0
TGL,TGL,h2o[c] + 0.01 triglyc_SC[c] --> 0.01 12dgr_SC[c] + h[c] + 0.0374 hdcoa[c] + 0.638 ocdycacoa[c] + 0.249 odecoa[c] + 0.0768 pmtcoa[c] + 0.0105 stcoa[c],0.0
membrane_rSC4_bal,membrane rSC4 bal,0.012635 ergst[c] + 7e-06 pa_SC[c] + 6.9e-05 pc_SC[c] + 5.1e-05 pe_SC[c] + 1.9e-05 ps_SC[c] + 6.1e-05 ptd1ino_SC[c] + 0.001713 zymst[c] --> membrane[c],0.0
glycogen_c_tp,glycogen c tp,glycogen[c] <=> glycogen_c[e],0.0
membrane_WOtag,membrane WOtag,0.00073 ergst[c] + 1e-05 pa_SC[c] + 6e-05 pc_SC[c] + 5e-05 pe_SC[c] + 2e-05 ps_SC[c] + 5e-05 ptd1ino_SC[c] + 0.00157 zymst[c] --> membrane[c],0.0
rETOHt,rETOHt,etoh[c] --> etoh[e],0.0
ACOAODC6p,"acyl-CoA oxidase (adipoyl-CoA), peroxisomal",C6DC-coa[x] + o2[x] --> 2-ene-C6DC-coa[x] + h2o2[x],0.0
ACOAODC8p,"acyl-CoA oxidase (octanedioyl-CoA), peroxisomal",C8DC-coa[x] + o2[x] --> 2-ene-C8DC-coa[x] + h2o2[x],0.0
ALDDHD,Aldehyde dehydrogenase (hydroxy-decanoate),dcaal[c] + h2o[c] + nad[c] --> C10DC[c] + h[c] + nadh[c],0.0
L_LACtm,L lactate transport mitochondrial,h[c] + lac_L[c] <=> h[m] + lac_L[m],0.0
MTHFCm,methenyltetrahydrifikate cyclohydrolase mitochondrial,h2o[m] + methf[m] <=> 10fthf[m] + h[m],0.0
ACACCT,Acetyl-CoA:acetoacetyl-CoA transferase,acac[c] + accoa[c] --> aacoa[c] + ac[c],0.0
GTPCI,GTP cyclohydrolase I,gtp[c] + h2o[c] --> ahdt[c] + for[c] + h[c],0.0
34HPPOR,4 Hydroxyphenylpyruvateoxygen oxidoreductase,34hpp[c] + o2[c] --> co2[c] + hgentis[c],0.0
FTHFI,5 Formyltetrahydrofolate10 Formyltetrahydrofolate isomerase,5fthf[c] + atp[c] + h2o[c] --> 10fthf[c] + adp[c] + h[c] + pi[c],0.0
FACOAL160p,fatty acid CoA ligase hexadecanoate peroxisomal,atp[x] + coa[x] + hdca[x] <=> amp[x] + pmtcoa[x] + ppi[x],0.0
DHNPAm,dihydroneopterin aldolase,dhnpt[m] --> 2ahhmp[m] + gcald[m] + h[m],0.0
ALDDHDD,Aldehyde dehydrogenase (hydroxy-dodecanoate),ddcaal[c] + h2o[c] + nad[c] --> C12DC[c] + h[c] + nadh[c],0.0
DHFS,dihydrofolate synthase,atp[c] + dhpt[c] + glu_L[c] --> adp[c] + dhf[c] + h[c] + pi[c],0.0
GLYCDx,glycerol 2-dehydrogenase,glyc[c] + nad[c] --> dha[c] + nadh[c],0.0
34HPPt2p,3 4 hydroxyphenyl pyruvate peroxisomal transport via proton symport,34hpp[c] + h[c] <=> 34hpp[x] + h[x],0.0
3C4MOPtm,3 Carboxy 4 methyl 2 oxopentanoate transport diffusion mitochondrial,3c4mop[c] <=> 3c4mop[m],0.0
